state,period,target,anytarget_th0,inc_anytarget_th0_h6,protest_count,avg_protest_count,violence
CO,201908,0,0,0.0,3.0,8.44,0.0
CO,201909,0,0,0.0,4.0,8.44,1.0
CO,201910,0,0,0.0,1.0,8.44,0.0
CO,201911,0,0,1.0,4.0,8.44,1.0
CO,201912,0,0,1.0,2.0,8.44,1.0
CO,202001,0,0,1.0,4.0,8.44,0.0
CO,202002,0,0,1.0,0.0,8.44,1.0
CO,202003,0,0,1.0,0.0,8.44,0.0
CO,202004,0,0,1.0,1.0,8.44,0.0
CO,202005,1,1,1.0,25.0,8.44,1.0
CO,202006,1,1,1.0,106.0,8.44,1.0
CO,202007,1,1,1.0,22.0,8.44,1.0
CO,202008,1,1,1.0,24.0,8.44,1.0
CO,202009,1,1,1.0,21.0,8.44,1.0
CO,202010,1,1,1.0,10.0,8.44,1.0
CO,202011,0,0,1.0,8.0,8.44,1.0
CO,202012,0,0,1.0,1.0,8.44,0.0
CO,202101,0,0,1.0,8.0,8.44,1.0
CO,202102,0,0,1.0,2.0,8.44,0.0
CO,202103,1,1,1.0,10.0,8.44,0.0
CO,202104,1,1,1.0,10.0,8.44,1.0
CO,202105,0,0,1.0,3.0,8.44,0.0
CO,202106,0,0,1.0,5.0,8.44,1.0
CO,202107,0,0,1.0,2.0,8.44,1.0
CO,202108,0,0,1.0,4.0,8.44,0.0
CO,202109,1,1,1.0,12.0,8.44,1.0
CO,202110,1,1,0.0,11.0,8.44,1.0
CO,202111,0,0,1.0,6.0,8.44,1.0
CO,202112,0,0,1.0,4.0,8.44,0.0
CO,202201,0,0,1.0,5.0,8.44,0.0
CO,202202,0,0,1.0,4.0,8.44,0.0
CO,202203,0,0,1.0,5.0,8.44,0.0
CO,202204,0,0,1.0,6.0,8.44,0.0
CO,202205,1,1,0.0,10.0,8.44,1.0
CO,202206,0,0,0.0,7.0,8.44,1.0
CO,202207,0,0,1.0,6.0,8.44,0.0
CO,202208,0,0,1.0,1.0,8.44,0.0
CO,202209,0,0,1.0,1.0,8.44,0.0
CO,202210,0,0,1.0,6.0,8.44,0.0
CO,202211,0,0,1.0,3.0,8.44,1.0
CO,202212,0,0,1.0,1.0,8.44,0.0
CO,202301,1,1,1.0,28.0,8.44,1.0
CO,202302,0,0,1.0,8.0,8.44,0.0
CO,202303,1,1,1.0,9.0,8.44,0.0
CO,202304,0,0,1.0,3.0,8.44,0.0
CO,202305,0,0,1.0,2.0,8.44,0.0
CO,202306,1,1,1.0,12.0,8.44,0.0
CO,202307,0,0,1.0,5.0,8.44,0.0
CO,202308,0,0,1.0,8.0,8.44,1.0
CO,202309,0,0,1.0,8.0,8.44,0.0
CO,202310,0,0,1.0,7.0,8.44,0.0
CO,202311,0,0,1.0,8.0,8.44,1.0
CO,202312,1,1,1.0,14.0,8.44,1.0
CO,202401,1,1,1.0,11.0,8.44,0.0
CO,202402,1,1,1.0,10.0,8.44,0.0
CO,202403,0,0,1.0,7.0,8.44,0.0
CO,202404,1,1,1.0,15.0,8.44,1.0
CO,202405,1,1,1.0,26.0,8.44,1.0
CO,202406,1,1,1.0,12.0,8.44,1.0
CO,202407,1,1,1.0,11.0,8.44,0.0
CO,202408,1,1,1.0,14.0,8.44,1.0
CO,202409,1,1,1.0,11.0,8.44,1.0
CO,202410,1,1,1.0,19.0,8.44,1.0
CO,202411,0,0,,7.0,8.44,1.0
CO,202412,1,1,,14.0,8.44,1.0
CO,202501,1,1,,23.0,8.44,0.0
CO,202502,1,1,,12.0,8.44,0.0
CO,202503,0,0,,7.0,8.44,0.0
CO,202504,1,1,,28.0,8.44,0.0
CT,201701,0,0,0.0,5.0,10.35,0.0
CT,201702,0,0,1.0,7.0,10.35,1.0
CT,201703,0,0,1.0,0.0,10.35,0.0
CT,201704,0,0,1.0,3.0,10.35,0.0
CT,201705,0,0,1.0,5.0,10.35,1.0
CT,201706,0,0,1.0,2.0,10.35,0.0
CT,201707,0,0,1.0,1.0,10.35,1.0
CT,201708,1,1,0.0,18.0,10.35,0.0
CT,201709,0,0,0.0,7.0,10.35,1.0
CT,201710,0,0,0.0,5.0,10.35,0.0
CT,201711,0,0,0.0,9.0,10.35,1.0
CT,201712,0,0,1.0,5.0,10.35,0.0
CT,201801,0,0,1.0,7.0,10.35,0.0
CT,201802,0,0,1.0,8.0,10.35,0.0
CT,201803,0,0,1.0,2.0,10.35,0.0
CT,201804,0,0,1.0,3.0,10.35,1.0
CT,201805,0,0,1.0,2.0,10.35,1.0
CT,201806,1,1,1.0,25.0,10.35,1.0
CT,201807,0,0,1.0,6.0,10.35,1.0
CT,201808,0,0,1.0,3.0,10.35,0.0
CT,201809,1,1,0.0,16.0,10.35,0.0
CT,201810,0,0,0.0,1.0,10.35,0.0
CT,201811,0,0,0.0,4.0,10.35,1.0
CT,201812,0,0,0.0,3.0,10.35,1.0
CT,201901,0,0,1.0,4.0,10.35,1.0
CT,201902,0,0,1.0,1.0,10.35,0.0
CT,201903,0,0,1.0,2.0,10.35,1.0
CT,201904,0,0,1.0,4.0,10.35,1.0
CT,201905,0,0,1.0,1.0,10.35,1.0
CT,201906,0,0,1.0,2.0,10.35,0.0
CT,201907,1,1,0.0,22.0,10.35,0.0
CT,201908,0,0,0.0,1.0,10.35,0.0
CT,201909,0,0,0.0,0.0,10.35,0.0
CT,201910,0,0,0.0,2.0,10.35,0.0
CT,201911,0,0,1.0,1.0,10.35,1.0
CT,201912,0,0,1.0,2.0,10.35,0.0
CT,202001,0,0,1.0,0.0,10.35,0.0
CT,202002,0,0,1.0,2.0,10.35,0.0
CT,202003,0,0,1.0,2.0,10.35,0.0
CT,202004,0,0,1.0,1.0,10.35,0.0
CT,202005,1,1,1.0,28.0,10.35,1.0
CT,202006,1,1,1.0,194.0,10.35,1.0
CT,202007,1,1,1.0,33.0,10.35,1.0
CT,202008,1,1,1.0,15.0,10.35,1.0
CT,202009,1,1,1.0,18.0,10.35,0.0
CT,202010,1,1,1.0,14.0,10.35,1.0
CT,202011,1,1,1.0,13.0,10.35,0.0
CT,202012,0,0,1.0,9.0,10.35,0.0
CT,202101,1,1,1.0,14.0,10.35,1.0
CT,202102,0,0,1.0,5.0,10.35,0.0
CT,202103,1,1,1.0,24.0,10.35,1.0
CT,202104,1,1,1.0,19.0,10.35,1.0
CT,202105,1,1,1.0,21.0,10.35,0.0
CT,202106,1,1,1.0,14.0,10.35,0.0
CT,202107,0,0,1.0,7.0,10.35,0.0
CT,202108,0,0,1.0,7.0,10.35,0.0
CT,202109,0,0,1.0,9.0,10.35,0.0
CT,202110,1,1,1.0,14.0,10.35,0.0
CT,202111,0,0,1.0,9.0,10.35,1.0
CT,202112,0,0,1.0,4.0,10.35,0.0
CT,202201,0,0,1.0,6.0,10.35,0.0
CT,202202,0,0,1.0,7.0,10.35,1.0
CT,202203,1,1,1.0,16.0,10.35,1.0
CT,202204,1,1,1.0,11.0,10.35,0.0
CT,202205,1,1,1.0,12.0,10.35,0.0
CT,202206,0,0,1.0,8.0,10.35,0.0
CT,202207,0,0,1.0,6.0,10.35,0.0
CT,202208,0,0,1.0,4.0,10.35,0.0
CT,202209,1,1,1.0,11.0,10.35,0.0
CT,202210,0,0,1.0,5.0,10.35,0.0
CT,202211,0,0,1.0,7.0,10.35,0.0
CT,202212,0,0,1.0,5.0,10.35,0.0
CT,202301,1,1,1.0,13.0,10.35,0.0
CT,202302,0,0,1.0,10.0,10.35,0.0
CT,202303,1,1,1.0,15.0,10.35,1.0
CT,202304,0,0,1.0,5.0,10.35,1.0
CT,202305,1,1,1.0,12.0,10.35,0.0
CT,202306,0,0,1.0,10.0,10.35,1.0
CT,202307,0,0,1.0,10.0,10.35,0.0
CT,202308,1,1,1.0,14.0,10.35,0.0
CT,202309,1,1,1.0,11.0,10.35,0.0
CT,202310,0,0,1.0,10.0,10.35,0.0
CT,202311,0,0,1.0,6.0,10.35,1.0
CT,202312,0,0,1.0,7.0,10.35,0.0
CT,202401,0,0,1.0,5.0,10.35,1.0
CT,202402,1,1,1.0,12.0,10.35,0.0
CT,202403,0,0,1.0,8.0,10.35,1.0
CT,202404,0,0,1.0,9.0,10.35,1.0
CT,202405,0,0,1.0,5.0,10.35,1.0
CT,202406,1,1,1.0,12.0,10.35,1.0
CT,202407,0,0,1.0,5.0,10.35,0.0
CT,202408,0,0,1.0,8.0,10.35,0.0
CT,202409,1,1,0.0,11.0,10.35,1.0
CT,202410,0,0,1.0,8.0,10.35,1.0
CT,202411,0,0,,8.0,10.35,0.0
CT,202412,0,0,,9.0,10.35,0.0
CT,202501,0,0,,9.0,10.35,0.0
CT,202502,0,0,,5.0,10.35,0.0
CT,202503,0,0,,10.0,10.35,0.0
CT,202504,1,1,,25.0,10.35,1.0
DC,201701,0,0,0.0,8.0,13.38,1.0
DC,201702,0,0,0.0,7.0,13.38,1.0
DC,201703,0,0,0.0,2.0,13.38,1.0
DC,201704,0,0,0.0,1.0,13.38,1.0
DC,201705,0,0,0.0,2.0,13.38,1.0
DC,201706,0,0,0.0,2.0,13.38,1.0
DC,201707,0,0,0.0,2.0,13.38,1.0
DC,201708,0,0,0.0,6.0,13.38,1.0
DC,201709,0,0,0.0,6.0,13.38,1.0
DC,201710,0,0,0.0,4.0,13.38,1.0
DC,201711,0,0,0.0,1.0,13.38,1.0
DC,201712,0,0,1.0,7.0,13.38,1.0
DC,201801,0,0,1.0,3.0,13.38,1.0
DC,201802,0,0,1.0,2.0,13.38,1.0
DC,201803,0,0,1.0,3.0,13.38,1.0
DC,201804,0,0,1.0,3.0,13.38,1.0
DC,201805,0,0,1.0,4.0,13.38,1.0
DC,201806,1,1,0.0,16.0,13.38,1.0
DC,201807,0,0,0.0,4.0,13.38,0.0
DC,201808,0,0,0.0,1.0,13.38,1.0
DC,201809,0,0,0.0,2.0,13.38,1.0
DC,201810,0,0,0.0,0.0,13.38,1.0
DC,201811,0,0,0.0,2.0,13.38,1.0
DC,201812,0,0,0.0,4.0,13.38,1.0
DC,201901,0,0,0.0,3.0,13.38,1.0
DC,201902,0,0,0.0,4.0,13.38,1.0
DC,201903,0,0,0.0,0.0,13.38,1.0
DC,201904,0,0,0.0,1.0,13.38,0.0
DC,201905,0,0,0.0,1.0,13.38,0.0
DC,201906,0,0,0.0,2.0,13.38,0.0
DC,201907,0,0,0.0,9.0,13.38,1.0
DC,201908,0,0,0.0,2.0,13.38,0.0
DC,201909,0,0,0.0,2.0,13.38,0.0
DC,201910,0,0,0.0,2.0,13.38,1.0
DC,201911,0,0,0.0,1.0,13.38,1.0
DC,201912,0,0,1.0,0.0,13.38,1.0
DC,202001,0,0,1.0,0.0,13.38,1.0
DC,202002,0,0,1.0,2.0,13.38,1.0
DC,202003,0,0,1.0,2.0,13.38,0.0
DC,202004,0,0,1.0,0.0,13.38,0.0
DC,202005,0,0,1.0,11.0,13.38,1.0
DC,202006,1,1,1.0,121.0,13.38,1.0
DC,202007,1,1,1.0,27.0,13.38,0.0
DC,202008,1,1,1.0,17.0,13.38,1.0
DC,202009,1,1,1.0,17.0,13.38,1.0
DC,202010,1,1,1.0,27.0,13.38,1.0
DC,202011,1,1,1.0,21.0,13.38,1.0
DC,202012,1,1,1.0,16.0,13.38,1.0
DC,202101,1,1,1.0,20.0,13.38,1.0
DC,202102,1,1,1.0,15.0,13.38,0.0
DC,202103,1,1,1.0,25.0,13.38,0.0
DC,202104,1,1,1.0,32.0,13.38,1.0
DC,202105,1,1,1.0,27.0,13.38,1.0
DC,202106,1,1,1.0,27.0,13.38,1.0
DC,202107,1,1,1.0,33.0,13.38,1.0
DC,202108,1,1,1.0,25.0,13.38,1.0
DC,202109,1,1,1.0,27.0,13.38,1.0
DC,202110,1,1,1.0,26.0,13.38,1.0
DC,202111,1,1,1.0,18.0,13.38,1.0
DC,202112,1,1,1.0,19.0,13.38,1.0
DC,202201,0,0,1.0,11.0,13.38,1.0
DC,202202,0,0,1.0,13.0,13.38,1.0
DC,202203,1,1,1.0,16.0,13.38,0.0
DC,202204,1,1,1.0,17.0,13.38,1.0
DC,202205,1,1,1.0,19.0,13.38,1.0
DC,202206,1,1,1.0,16.0,13.38,1.0
DC,202207,1,1,1.0,16.0,13.38,1.0
DC,202208,1,1,1.0,15.0,13.38,1.0
DC,202209,1,1,1.0,32.0,13.38,1.0
DC,202210,1,1,1.0,15.0,13.38,1.0
DC,202211,1,1,1.0,30.0,13.38,1.0
DC,202212,1,1,1.0,41.0,13.38,0.0
DC,202301,1,1,1.0,22.0,13.38,1.0
DC,202302,1,1,1.0,28.0,13.38,0.0
DC,202303,1,1,1.0,20.0,13.38,1.0
DC,202304,1,1,1.0,18.0,13.38,1.0
DC,202305,1,1,1.0,21.0,13.38,1.0
DC,202306,1,1,1.0,17.0,13.38,1.0
DC,202307,1,1,1.0,17.0,13.38,1.0
DC,202308,0,0,1.0,13.0,13.38,1.0
DC,202309,1,1,1.0,14.0,13.38,1.0
DC,202310,1,1,1.0,16.0,13.38,1.0
DC,202311,1,1,1.0,14.0,13.38,1.0
DC,202312,0,0,1.0,8.0,13.38,1.0
DC,202401,1,1,1.0,20.0,13.38,1.0
DC,202402,0,0,1.0,13.0,13.38,1.0
DC,202403,0,0,1.0,11.0,13.38,1.0
DC,202404,1,1,1.0,15.0,13.38,1.0
DC,202405,1,1,1.0,20.0,13.38,1.0
DC,202406,1,1,1.0,19.0,13.38,1.0
DC,202407,0,0,1.0,11.0,13.38,1.0
DC,202408,0,0,1.0,9.0,13.38,1.0
DC,202409,1,1,1.0,20.0,13.38,1.0
DC,202410,1,1,0.0,15.0,13.38,1.0
DC,202411,0,0,,13.0,13.38,1.0
DC,202412,0,0,,8.0,13.38,1.0
DC,202501,0,0,,13.0,13.38,1.0
DC,202502,0,0,,10.0,13.38,1.0
DC,202503,0,0,,9.0,13.38,1.0
DC,202504,0,0,,9.0,13.38,0.0
DE,201701,0,0,1.0,0.0,0.68,0.0
DE,201702,1,1,1.0,2.0,0.68,1.0
DE,201703,1,1,1.0,1.0,0.68,0.0
DE,201704,0,0,1.0,0.0,0.68,0.0
DE,201705,0,0,1.0,0.0,0.68,0.0
DE,201706,0,0,1.0,0.0,0.68,0.0
DE,201707,0,0,1.0,0.0,0.68,0.0
DE,201708,1,1,1.0,1.0,0.68,0.0
DE,201709,1,1,0.0,1.0,0.68,0.0
DE,201710,0,0,0.0,0.0,0.68,0.0
DE,201711,0,0,0.0,0.0,0.68,0.0
DE,201712,0,0,1.0,0.0,0.68,0.0
DE,201801,0,0,1.0,0.0,0.68,0.0
DE,201802,0,0,1.0,0.0,0.68,0.0
DE,201803,0,0,1.0,0.0,0.68,0.0
DE,201804,0,0,1.0,0.0,0.68,0.0
DE,201805,0,0,1.0,0.0,0.68,0.0
DE,201806,1,1,1.0,4.0,0.68,0.0
DE,201807,0,0,1.0,0.0,0.68,0.0
DE,201808,0,0,1.0,0.0,0.68,0.0
DE,201809,1,1,1.0,1.0,0.68,0.0
DE,201810,0,0,1.0,0.0,0.68,0.0
DE,201811,0,0,1.0,0.0,0.68,0.0
DE,201812,0,0,1.0,0.0,0.68,0.0
DE,201901,1,1,1.0,2.0,0.68,0.0
DE,201902,1,1,1.0,1.0,0.68,0.0
DE,201903,0,0,1.0,0.0,0.68,0.0
DE,201904,0,0,1.0,0.0,0.68,0.0
DE,201905,0,0,1.0,0.0,0.68,0.0
DE,201906,0,0,1.0,0.0,0.68,0.0
DE,201907,1,1,0.0,3.0,0.68,0.0
DE,201908,0,0,1.0,0.0,0.68,0.0
DE,201909,0,0,1.0,0.0,0.68,0.0
DE,201910,0,0,1.0,0.0,0.68,0.0
DE,201911,0,0,1.0,0.0,0.68,0.0
DE,201912,0,0,1.0,0.0,0.68,0.0
DE,202001,0,0,1.0,0.0,0.68,0.0
DE,202002,1,1,1.0,1.0,0.68,0.0
DE,202003,0,0,1.0,0.0,0.68,0.0
DE,202004,0,0,1.0,0.0,0.68,0.0
DE,202005,1,1,1.0,3.0,0.68,1.0
DE,202006,1,1,1.0,15.0,0.68,1.0
DE,202007,1,1,1.0,2.0,0.68,0.0
DE,202008,0,0,1.0,0.0,0.68,0.0
DE,202009,1,1,1.0,1.0,0.68,1.0
DE,202010,1,1,1.0,1.0,0.68,0.0
DE,202011,1,1,1.0,3.0,0.68,0.0
DE,202012,1,1,1.0,1.0,0.68,0.0
DE,202101,1,1,1.0,1.0,0.68,0.0
DE,202102,1,1,1.0,1.0,0.68,0.0
DE,202103,1,1,1.0,2.0,0.68,0.0
DE,202104,1,1,1.0,1.0,0.68,0.0
DE,202105,0,0,1.0,0.0,0.68,0.0
DE,202106,0,0,1.0,0.0,0.68,1.0
DE,202107,0,0,1.0,0.0,0.68,0.0
DE,202108,0,0,1.0,0.0,0.68,0.0
DE,202109,1,1,1.0,3.0,0.68,1.0
DE,202110,0,0,1.0,0.0,0.68,0.0
DE,202111,1,1,1.0,1.0,0.68,0.0
DE,202112,0,0,1.0,0.0,0.68,0.0
DE,202201,0,0,1.0,0.0,0.68,0.0
DE,202202,0,0,1.0,0.0,0.68,0.0
DE,202203,0,0,1.0,0.0,0.68,0.0
DE,202204,1,1,0.0,1.0,0.68,0.0
DE,202205,0,0,1.0,0.0,0.68,0.0
DE,202206,0,0,1.0,0.0,0.68,0.0
DE,202207,0,0,1.0,0.0,0.68,0.0
DE,202208,0,0,1.0,0.0,0.68,0.0
DE,202209,0,0,1.0,0.0,0.68,0.0
DE,202210,0,0,1.0,0.0,0.68,0.0
DE,202211,1,1,0.0,1.0,0.68,0.0
DE,202212,0,0,0.0,0.0,0.68,0.0
DE,202301,0,0,1.0,0.0,0.68,0.0
DE,202302,0,0,1.0,0.0,0.68,0.0
DE,202303,0,0,1.0,0.0,0.68,0.0
DE,202304,0,0,1.0,0.0,0.68,0.0
DE,202305,0,0,1.0,0.0,0.68,0.0
DE,202306,0,0,1.0,0.0,0.68,0.0
DE,202307,1,1,0.0,1.0,0.68,0.0
DE,202308,0,0,0.0,0.0,0.68,0.0
DE,202309,0,0,1.0,0.0,0.68,0.0
DE,202310,0,0,1.0,0.0,0.68,0.0
DE,202311,0,0,1.0,0.0,0.68,0.0
DE,202312,0,0,1.0,0.0,0.68,0.0
DE,202401,0,0,1.0,0.0,0.68,0.0
DE,202402,0,0,1.0,0.0,0.68,1.0
DE,202403,1,1,1.0,1.0,0.68,0.0
DE,202404,1,1,1.0,2.0,0.68,0.0
DE,202405,0,0,1.0,0.0,0.68,0.0
DE,202406,1,1,0.0,1.0,0.68,0.0
DE,202407,0,0,1.0,0.0,0.68,0.0
DE,202408,0,0,1.0,0.0,0.68,0.0
DE,202409,0,0,1.0,0.0,0.68,0.0
DE,202410,0,0,1.0,0.0,0.68,0.0
DE,202411,0,0,,0.0,0.68,0.0
DE,202412,0,0,,0.0,0.68,0.0
DE,202501,1,1,,1.0,0.68,0.0
DE,202502,1,1,,1.0,0.68,0.0
DE,202503,1,1,,2.0,0.68,0.0
DE,202504,1,1,,5.0,0.68,0.0
FL,201701,0,0,0.0,13.0,18.67,0.0
FL,201702,0,0,0.0,16.0,18.67,1.0
FL,201703,0,0,0.0,2.0,18.67,1.0
FL,201704,0,0,0.0,2.0,18.67,1.0
FL,201705,0,0,0.0,11.0,18.67,0.0
FL,201706,0,0,0.0,4.0,18.67,1.0
FL,201707,0,0,0.0,0.0,18.67,1.0
FL,201708,0,0,0.0,11.0,18.67,1.0
FL,201709,0,0,0.0,7.0,18.67,0.0
FL,201710,0,0,0.0,4.0,18.67,1.0
FL,201711,0,0,0.0,4.0,18.67,0.0
FL,201712,0,0,1.0,7.0,18.67,0.0
FL,201801,0,0,1.0,15.0,18.67,1.0
FL,201802,0,0,1.0,8.0,18.67,0.0
FL,201803,0,0,1.0,0.0,18.67,0.0
FL,201804,0,0,1.0,5.0,18.67,0.0
FL,201805,0,0,1.0,3.0,18.67,0.0
FL,201806,1,1,0.0,53.0,18.67,1.0
FL,201807,0,0,0.0,9.0,18.67,1.0
FL,201808,0,0,0.0,7.0,18.67,0.0
FL,201809,0,0,0.0,12.0,18.67,1.0
FL,201810,0,0,0.0,4.0,18.67,1.0
FL,201811,0,0,0.0,5.0,18.67,0.0
FL,201812,0,0,0.0,1.0,18.67,0.0
FL,201901,0,0,1.0,16.0,18.67,0.0
FL,201902,0,0,1.0,6.0,18.67,1.0
FL,201903,0,0,1.0,4.0,18.67,0.0
FL,201904,0,0,1.0,4.0,18.67,0.0
FL,201905,0,0,1.0,2.0,18.67,1.0
FL,201906,0,0,1.0,3.0,18.67,1.0
FL,201907,1,1,0.0,43.0,18.67,0.0
FL,201908,0,0,0.0,3.0,18.67,0.0
FL,201909,0,0,0.0,1.0,18.67,0.0
FL,201910,0,0,0.0,1.0,18.67,0.0
FL,201911,0,0,1.0,1.0,18.67,1.0
FL,201912,0,0,1.0,3.0,18.67,1.0
FL,202001,0,0,1.0,3.0,18.67,0.0
FL,202002,0,0,1.0,4.0,18.67,0.0
FL,202003,0,0,1.0,1.0,18.67,0.0
FL,202004,0,0,1.0,3.0,18.67,1.0
FL,202005,1,1,1.0,62.0,18.67,1.0
FL,202006,1,1,1.0,276.0,18.67,1.0
FL,202007,1,1,1.0,57.0,18.67,1.0
FL,202008,1,1,1.0,28.0,18.67,0.0
FL,202009,1,1,1.0,39.0,18.67,1.0
FL,202010,1,1,1.0,25.0,18.67,1.0
FL,202011,0,0,1.0,16.0,18.67,1.0
FL,202012,0,0,1.0,11.0,18.67,1.0
FL,202101,1,1,1.0,19.0,18.67,0.0
FL,202102,1,1,1.0,25.0,18.67,1.0
FL,202103,1,1,1.0,33.0,18.67,0.0
FL,202104,1,1,1.0,28.0,18.67,0.0
FL,202105,0,0,1.0,18.0,18.67,0.0
FL,202106,0,0,1.0,8.0,18.67,1.0
FL,202107,1,1,1.0,19.0,18.67,1.0
FL,202108,1,1,1.0,21.0,18.67,1.0
FL,202109,1,1,1.0,25.0,18.67,1.0
FL,202110,0,0,1.0,15.0,18.67,1.0
FL,202111,0,0,1.0,15.0,18.67,0.0
FL,202112,0,0,1.0,11.0,18.67,0.0
FL,202201,1,1,1.0,24.0,18.67,1.0
FL,202202,0,0,1.0,18.0,18.67,1.0
FL,202203,0,0,1.0,15.0,18.67,1.0
FL,202204,0,0,1.0,15.0,18.67,0.0
FL,202205,1,1,1.0,21.0,18.67,0.0
FL,202206,0,0,1.0,13.0,18.67,1.0
FL,202207,0,0,1.0,16.0,18.67,1.0
FL,202208,0,0,1.0,15.0,18.67,1.0
FL,202209,0,0,1.0,18.0,18.67,1.0
FL,202210,0,0,1.0,16.0,18.67,0.0
FL,202211,1,1,1.0,23.0,18.67,0.0
FL,202212,0,0,1.0,12.0,18.67,0.0
FL,202301,1,1,1.0,36.0,18.67,1.0
FL,202302,1,1,1.0,50.0,18.67,1.0
FL,202303,1,1,1.0,33.0,18.67,1.0
FL,202304,1,1,1.0,41.0,18.67,1.0
FL,202305,1,1,1.0,20.0,18.67,1.0
FL,202306,1,1,1.0,62.0,18.67,1.0
FL,202307,1,1,1.0,34.0,18.67,1.0
FL,202308,1,1,0.0,20.0,18.67,1.0
FL,202309,0,0,0.0,16.0,18.67,0.0
FL,202310,0,0,0.0,17.0,18.67,1.0
FL,202311,0,0,0.0,13.0,18.67,1.0
FL,202312,0,0,0.0,8.0,18.67,1.0
FL,202401,0,0,0.0,15.0,18.67,1.0
FL,202402,0,0,0.0,16.0,18.67,1.0
FL,202403,0,0,0.0,12.0,18.67,1.0
FL,202404,0,0,0.0,15.0,18.67,1.0
FL,202405,0,0,0.0,9.0,18.67,1.0
FL,202406,0,0,0.0,17.0,18.67,1.0
FL,202407,0,0,1.0,12.0,18.67,0.0
FL,202408,0,0,1.0,12.0,18.67,1.0
FL,202409,0,0,1.0,7.0,18.67,1.0
FL,202410,0,0,1.0,12.0,18.67,1.0
FL,202411,0,0,,9.0,18.67,1.0
FL,202412,0,0,,8.0,18.67,0.0
FL,202501,1,1,,23.0,18.67,0.0
FL,202502,1,1,,20.0,18.67,0.0
FL,202503,0,0,,13.0,18.67,1.0
FL,202504,1,1,,59.0,18.67,0.0
GA,201701,0,0,0.0,2.0,18.47,0.0
GA,201702,0,0,0.0,4.0,18.47,0.0
GA,201703,0,0,0.0,1.0,18.47,0.0
GA,201704,0,0,0.0,0.0,18.47,0.0
GA,201705,0,0,0.0,2.0,18.47,1.0
GA,201706,0,0,0.0,1.0,18.47,0.0
GA,201707,0,0,0.0,0.0,18.47,1.0
GA,201708,0,0,0.0,11.0,18.47,1.0
GA,201709,0,0,0.0,4.0,18.47,1.0
GA,201710,0,0,0.0,5.0,18.47,0.0
GA,201711,0,0,0.0,1.0,18.47,0.0
GA,201712,0,0,0.0,1.0,18.47,0.0
GA,201801,0,0,0.0,4.0,18.47,0.0
GA,201802,0,0,0.0,2.0,18.47,0.0
GA,201803,0,0,0.0,3.0,18.47,0.0
GA,201804,0,0,0.0,7.0,18.47,1.0
GA,201805,0,0,0.0,3.0,18.47,0.0
GA,201806,0,0,0.0,15.0,18.47,1.0
GA,201807,0,0,0.0,6.0,18.47,1.0
GA,201808,0,0,0.0,0.0,18.47,0.0
GA,201809,0,0,0.0,4.0,18.47,0.0
GA,201810,0,0,0.0,1.0,18.47,0.0
GA,201811,0,0,0.0,1.0,18.47,1.0
GA,201812,0,0,0.0,1.0,18.47,0.0
GA,201901,0,0,0.0,5.0,18.47,0.0
GA,201902,0,0,0.0,3.0,18.47,1.0
GA,201903,0,0,0.0,0.0,18.47,0.0
GA,201904,0,0,0.0,2.0,18.47,0.0
GA,201905,0,0,0.0,2.0,18.47,1.0
GA,201906,0,0,0.0,0.0,18.47,0.0
GA,201907,0,0,0.0,18.0,18.47,1.0
GA,201908,0,0,0.0,1.0,18.47,0.0
GA,201909,0,0,0.0,2.0,18.47,1.0
GA,201910,0,0,0.0,1.0,18.47,0.0
GA,201911,0,0,1.0,0.0,18.47,0.0
GA,201912,0,0,1.0,0.0,18.47,0.0
GA,202001,0,0,1.0,1.0,18.47,0.0
GA,202002,0,0,1.0,1.0,18.47,0.0
GA,202003,0,0,1.0,2.0,18.47,0.0
GA,202004,0,0,1.0,1.0,18.47,0.0
GA,202005,1,1,1.0,41.0,18.47,1.0
GA,202006,1,1,0.0,151.0,18.47,1.0
GA,202007,0,0,0.0,17.0,18.47,1.0
GA,202008,0,0,0.0,14.0,18.47,1.0
GA,202009,0,0,1.0,17.0,18.47,1.0
GA,202010,0,0,1.0,15.0,18.47,1.0
GA,202011,0,0,1.0,12.0,18.47,1.0
GA,202012,0,0,1.0,15.0,18.47,1.0
GA,202101,0,0,1.0,11.0,18.47,1.0
GA,202102,0,0,1.0,12.0,18.47,1.0
GA,202103,1,1,1.0,38.0,18.47,1.0
GA,202104,1,1,1.0,24.0,18.47,0.0
GA,202105,0,0,1.0,14.0,18.47,1.0
GA,202106,0,0,1.0,11.0,18.47,1.0
GA,202107,0,0,1.0,11.0,18.47,1.0
GA,202108,0,0,1.0,15.0,18.47,0.0
GA,202109,1,1,1.0,24.0,18.47,1.0
GA,202110,1,1,1.0,51.0,18.47,1.0
GA,202111,1,1,1.0,44.0,18.47,0.0
GA,202112,1,1,1.0,37.0,18.47,0.0
GA,202201,1,1,1.0,43.0,18.47,1.0
GA,202202,1,1,1.0,37.0,18.47,0.0
GA,202203,1,1,1.0,50.0,18.47,0.0
GA,202204,1,1,1.0,48.0,18.47,0.0
GA,202205,1,1,1.0,40.0,18.47,1.0
GA,202206,1,1,1.0,40.0,18.47,1.0
GA,202207,1,1,1.0,43.0,18.47,1.0
GA,202208,1,1,1.0,41.0,18.47,1.0
GA,202209,1,1,1.0,42.0,18.47,0.0
GA,202210,1,1,1.0,41.0,18.47,0.0
GA,202211,1,1,1.0,40.0,18.47,1.0
