month,state,criminal justice,health,healthcare,immigrants,rent
2019-07,HI,70,58,41,22.0,94
2019-08,HI,72,57,38,28.0,92
2019-09,HI,40,63,46,25.0,86
2019-10,HI,65,62,52,22.0,86
2019-11,HI,61,57,43,18.0,79
2019-12,HI,53,55,40,14.0,80
2020-01,HI,64,62,40,13.0,83
2020-02,HI,62,64,44,21.0,84
2020-03,HI,61,90,55,12.0,70
2020-04,HI,65,85,73,20.0,63
2020-05,HI,84,70,61,16.0,65
2020-06,HI,73,69,51,12.0,77
2020-07,HI,59,73,45,11.0,78
2020-08,HI,84,79,47,17.0,70
2020-09,HI,82,71,54,30.0,66
2020-10,HI,82,73,52,20.0,76
2020-11,HI,60,70,53,14.0,71
2020-12,HI,54,65,50,11.0,71
2021-01,HI,62,87,48,15.0,78
2021-02,HI,53,73,50,16.0,86
2021-03,HI,41,91,45,20.0,91
2021-04,HI,58,80,50,13.0,94
2021-05,HI,73,70,50,11.0,100
2021-06,HI,26,64,43,9.0,92
2021-07,HI,39,66,42,8.0,94
2021-08,HI,39,76,50,19.0,94
2021-09,HI,46,97,64,20.0,88
2021-10,HI,71,72,50,21.0,88
2021-11,HI,65,76,52,20.0,87
2021-12,HI,45,80,49,9.0,79
2022-01,HI,59,100,56,13.0,88
2022-02,HI,55,79,53,21.0,93
2022-03,HI,76,83,53,14.0,99
2022-04,HI,72,79,52,19.0,88
2022-05,HI,57,89,53,20.0,84
2022-06,HI,57,81,46,15.0,91
2022-07,HI,44,73,48,11.0,85
2022-08,HI,76,79,52,26.0,85
2022-09,HI,64,76,58,31.0,81
2022-10,HI,54,75,53,17.0,81
2022-11,HI,55,69,53,19.0,71
2022-12,HI,54,67,43,18.0,74
2023-01,HI,55,72,54,23.0,81
2023-02,HI,61,73,51,23.0,77
2023-03,HI,75,79,54,18.0,81
2023-04,HI,62,71,55,18.0,81
2023-05,HI,72,71,51,20.0,83
2023-06,HI,34,73,54,12.0,83
2023-07,HI,50,63,52,9.0,84
2023-08,HI,42,71,53,18.0,78
2023-09,HI,50,74,63,30.0,76
2023-10,HI,67,77,59,23.0,77
2023-11,HI,40,69,57,21.0,81
2023-12,HI,50,63,48,23.0,72
2024-01,HI,45,77,58,30.0,78
2024-02,HI,52,75,63,34.0,80
2024-03,HI,64,67,63,31.0,76
2024-04,HI,70,75,58,26.0,77
2024-05,HI,50,73,58,15.0,76
2024-06,HI,49,68,52,23.0,80
2024-07,HI,43,65,47,15.0,76
2024-08,HI,30,70,57,33.0,75
2024-09,HI,76,77,56,58.0,73
2024-10,HI,52,74,56,37.0,64
2024-11,HI,65,71,56,52.0,69
2024-12,HI,50,67,100,25.0,68
2025-01,HI,44,81,55,52.0,77
2025-02,HI,42,78,61,54.0,76
2025-03,HI,57,73,59,40.0,75
2025-04,HI,49,74,58,37.0,77
2025-05,HI,53,81,61,31.0,86
2015-01,IA,92,67,50,22.0,68
2015-02,IA,79,61,49,31.0,64
2015-03,IA,65,59,49,28.0,69
2015-04,IA,93,63,48,23.0,68
2015-05,IA,79,52,44,20.0,73
2015-06,IA,59,51,46,13.0,79
2015-07,IA,51,51,45,17.0,82
2015-08,IA,75,51,52,21.0,73
2015-09,IA,83,62,48,41.0,59
2015-10,IA,88,62,52,41.0,62
2015-11,IA,89,58,49,43.0,55
2015-12,IA,62,51,44,36.0,56
2016-01,IA,78,59,42,33.0,71
2016-02,IA,83,59,44,39.0,77
2016-03,IA,90,59,45,32.0,72
2016-04,IA,87,59,46,32.0,70
2016-05,IA,75,52,41,26.0,72
2016-06,IA,44,51,48,15.0,83
2016-07,IA,37,47,43,13.0,84
2016-08,IA,70,57,43,9.0,75
2016-09,IA,80,57,43,33.0,62
2016-10,IA,95,56,44,41.0,63
2016-11,IA,70,55,50,60.0,61
2016-12,IA,65,47,38,28.0,57
2017-01,IA,88,60,48,48.0,71
2017-02,IA,71,60,46,100.0,74
2017-03,IA,72,58,59,50.0,84
2017-04,IA,66,58,43,34.0,75
2017-05,IA,46,57,56,30.0,77
2017-06,IA,43,54,50,13.0,86
2017-07,IA,33,56,56,20.0,83
2017-08,IA,63,58,44,16.0,72
2017-09,IA,82,56,47,32.0,62
2017-10,IA,81,60,49,37.0,62
2017-11,IA,69,60,59,34.0,57
2017-12,IA,71,52,41,27.0,50
2018-01,IA,63,63,50,42.0,77
2018-02,IA,66,57,50,41.0,73
2018-03,IA,76,56,46,33.0,83
2018-04,IA,78,61,47,40.0,76
2018-05,IA,64,53,47,39.0,82
2018-06,IA,40,54,43,62.0,82
2018-07,IA,47,55,47,27.0,92
2018-08,IA,70,58,45,38.0,73
2018-09,IA,84,56,44,37.0,67
2018-10,IA,79,64,48,57.0,66
2018-11,IA,65,57,44,54.0,59
2018-12,IA,70,57,42,37.0,60
2019-01,IA,73,59,46,57.0,83
2019-02,IA,77,60,44,42.0,76
2019-03,IA,85,59,50,35.0,82
2019-04,IA,85,62,49,44.0,79
2019-05,IA,65,58,43,35.0,79
2019-06,IA,45,56,45,31.0,91
2019-07,IA,48,55,40,32.0,83
2019-08,IA,69,59,43,24.0,73
2019-09,IA,93,59,40,29.0,65
2019-10,IA,100,63,42,40.0,64
2019-11,IA,69,58,41,29.0,56
2019-12,IA,76,55,37,35.0,56
2020-01,IA,72,64,41,27.0,77
2020-02,IA,75,65,49,30.0,77
2020-03,IA,58,100,56,21.0,71
2020-04,IA,54,81,73,20.0,72
2020-05,IA,61,63,54,19.0,81
2020-06,IA,61,64,42,12.0,90
2020-07,IA,57,69,42,14.0,90
2020-08,IA,66,67,40,13.0,85
2020-09,IA,75,73,44,30.0,70
2020-10,IA,87,73,48,26.0,69
2020-11,IA,42,70,48,17.0,56
2020-12,IA,44,62,49,14.0,63
2021-01,IA,57,84,46,13.0,86
2021-02,IA,64,87,49,25.0,84
2021-03,IA,56,90,49,36.0,94
2021-04,IA,55,75,50,24.0,94
2021-05,IA,42,66,42,18.0,90
2021-06,IA,32,61,48,15.0,100
2021-07,IA,41,62,45,14.0,99
2021-08,IA,42,68,48,14.0,91
2021-09,IA,83,73,49,22.0,79
2021-10,IA,61,68,51,31.0,74
2021-11,IA,54,70,51,30.0,74
2021-12,IA,50,63,50,14.0,63
2022-01,IA,59,76,57,16.0,80
2022-02,IA,73,72,56,23.0,91
2022-03,IA,76,69,52,20.0,95
2022-04,IA,80,68,55,30.0,86
2022-05,IA,68,67,50,24.0,88
2022-06,IA,46,62,47,13.0,89
2022-07,IA,37,59,49,12.0,95
2022-08,IA,57,64,49,12.0,80
2022-09,IA,80,65,48,42.0,70
2022-10,IA,71,68,50,39.0,71
2022-11,IA,52,67,50,27.0,57
2022-12,IA,72,62,45,25.0,54
2023-01,IA,71,70,51,25.0,78
2023-02,IA,69,70,53,28.0,76
2023-03,IA,59,72,51,23.0,78
2023-04,IA,63,67,50,26.0,76
2023-05,IA,51,70,54,37.0,81
2023-06,IA,39,68,56,15.0,84
2023-07,IA,35,61,57,13.0,83
2023-08,IA,53,68,54,14.0,75
2023-09,IA,68,65,56,35.0,60
2023-10,IA,76,72,61,42.0,59
2023-11,IA,67,68,58,33.0,53
2023-12,IA,55,62,51,33.0,54
2024-01,IA,67,70,56,43.0,63
2024-02,IA,67,77,64,52.0,62
2024-03,IA,62,68,61,50.0,62
2024-04,IA,70,71,60,45.0,65
2024-05,IA,57,66,53,31.0,65
2024-06,IA,45,65,52,24.0,66
2024-07,IA,27,65,50,24.0,70
2024-08,IA,54,68,59,31.0,63
2024-09,IA,73,73,56,83.0,56
2024-10,IA,86,73,62,66.0,53
2024-11,IA,68,74,60,70.0,49
2024-12,IA,68,69,100,37.0,51
2025-01,IA,57,78,64,76.0,65
2025-02,IA,71,81,65,72.0,57
2025-03,IA,67,76,61,52.0,66
2025-04,IA,72,76,67,58.0,66
2025-05,IA,68,77,64,42.0,68
2015-01,ID,90,71,50,23.0,69
2015-02,ID,100,75,54,26.0,74
2015-03,ID,87,65,50,22.0,83
2015-04,ID,100,62,51,21.0,81
2015-05,ID,60,59,42,17.0,83
2015-06,ID,42,61,46,12.0,86
2015-07,ID,68,61,42,19.0,89
2015-08,ID,46,62,39,13.0,82
2015-09,ID,60,63,41,30.0,66
2015-10,ID,91,64,47,35.0,58
2015-11,ID,36,60,51,37.0,56
2015-12,ID,51,63,41,24.0,55
2016-01,ID,83,71,45,20.0,82
2016-02,ID,90,67,43,25.0,82
2016-03,ID,63,63,41,25.0,80
2016-04,ID,72,60,42,22.0,90
2016-05,ID,44,54,38,17.0,89
2016-06,ID,35,56,39,17.0,90
2016-07,ID,28,53,36,12.0,93
2016-08,ID,51,62,42,15.0,92
2016-09,ID,61,61,38,22.0,75
2016-10,ID,67,63,46,22.0,67
2016-11,ID,76,62,47,45.0,66
2016-12,ID,62,62,39,21.0,62
2017-01,ID,81,70,48,43.0,77
2017-02,ID,86,63,51,67.0,93
2017-03,ID,70,71,55,37.0,85
2017-04,ID,83,62,45,25.0,87
2017-05,ID,61,62,55,21.0,90
2017-06,ID,48,60,49,13.0,94
2017-07,ID,35,59,49,15.0,97
2017-08,ID,51,66,44,12.0,88
2017-09,ID,46,63,47,24.0,73
2017-10,ID,72,71,52,27.0,71
2017-11,ID,86,72,49,23.0,63
2017-12,ID,57,67,44,20.0,58
2018-01,ID,68,73,49,28.0,77
2018-02,ID,58,69,47,33.0,83
2018-03,ID,57,71,45,21.0,78
2018-04,ID,61,68,49,22.0,85
2018-05,ID,49,63,44,23.0,87
2018-06,ID,52,62,42,37.0,89
2018-07,ID,43,60,39,19.0,94
2018-08,ID,40,69,41,13.0,88
2018-09,ID,55,62,43,18.0,73
2018-10,ID,63,75,51,41.0,68
2018-11,ID,70,71,49,36.0,66
2018-12,ID,51,61,41,27.0,63
2019-01,ID,69,74,50,39.0,78
2019-02,ID,56,67,45,25.0,77
2019-03,ID,49,68,46,19.0,84
2019-04,ID,57,72,47,20.0,85
2019-05,ID,58,63,46,22.0,86
2019-06,ID,41,64,44,25.0,96
2019-07,ID,46,71,42,27.0,84
2019-08,ID,36,67,41,20.0,84
2019-09,ID,60,68,44,15.0,73
2019-10,ID,63,72,47,19.0,67
2019-11,ID,51,72,46,18.0,63
2019-12,ID,29,68,41,18.0,59
2020-01,ID,59,77,46,19.0,72
2020-02,ID,67,75,50,22.0,80
2020-03,ID,44,91,57,16.0,70
2020-04,ID,57,78,57,15.0,67
2020-05,ID,45,69,51,14.0,76
2020-06,ID,45,80,48,12.0,83
2020-07,ID,44,100,49,9.0,100
2020-08,ID,47,90,43,9.0,80
2020-09,ID,70,88,49,20.0,75
2020-10,ID,44,92,50,22.0,73
2020-11,ID,32,83,49,13.0,68
2020-12,ID,31,88,49,8.0,64
2021-01,ID,45,92,51,15.0,78
2021-02,ID,44,96,51,15.0,83
2021-03,ID,29,91,53,27.0,86
2021-04,ID,49,85,47,14.0,94
2021-05,ID,41,74,44,8.0,90
2021-06,ID,32,72,47,10.0,95
2021-07,ID,34,71,44,10.0,93
2021-08,ID,38,89,54,10.0,93
2021-09,ID,43,99,52,20.0,80
2021-10,ID,48,89,55,20.0,74
2021-11,ID,42,85,54,19.0,73
2021-12,ID,24,81,51,7.0,69
2022-01,ID,43,100,61,14.0,80
2022-02,ID,51,83,60,19.0,82
2022-03,ID,58,79,59,12.0,88
2022-04,ID,52,75,51,21.0,90
2022-05,ID,37,73,54,19.0,82
2022-06,ID,27,73,53,11.0,78
2022-07,ID,30,71,46,12.0,84
2022-08,ID,48,75,51,12.0,78
2022-09,ID,61,76,57,33.0,71
2022-10,ID,56,76,54,24.0,63
2022-11,ID,41,73,54,17.0,60
2022-12,ID,53,70,49,17.0,65
2023-01,ID,66,80,58,17.0,71
2023-02,ID,51,82,60,18.0,78
2023-03,ID,35,82,59,16.0,66
2023-04,ID,67,78,56,17.0,73
2023-05,ID,46,76,56,22.0,72
2023-06,ID,25,76,56,14.0,80
2023-07,ID,35,73,51,13.0,75
2023-08,ID,39,79,55,10.0,76
2023-09,ID,44,81,59,24.0,67
2023-10,ID,60,83,58,27.0,59
2023-11,ID,40,79,58,17.0,58
2023-12,ID,36,73,55,21.0,58
2024-01,ID,57,85,61,29.0,64
2024-02,ID,51,88,71,43.0,70
2024-03,ID,50,81,63,36.0,65
2024-04,ID,50,85,67,26.0,73
2024-05,ID,49,84,57,24.0,68
2024-06,ID,32,78,49,20.0,70
2024-07,ID,38,72,53,22.0,68
2024-08,ID,69,80,58,26.0,67
2024-09,ID,67,81,60,65.0,61
2024-10,ID,56,82,66,48.0,63
2024-11,ID,46,81,58,46.0,54
2024-12,ID,60,78,100,21.0,56
2025-01,ID,51,91,71,63.0,64
2025-02,ID,67,84,68,58.0,64
2025-03,ID,65,84,66,35.0,70
2025-04,ID,49,82,69,36.0,64
2025-05,ID,54,75,67,32.0,75
2015-01,IL,97,70,54,22.0,85
2015-02,IL,92,71,51,26.0,87
2015-03,IL,86,70,51,24.0,91
2015-04,IL,81,70,49,21.0,88
2015-05,IL,79,63,40,21.0,93
2015-06,IL,62,64,49,15.0,97
2015-07,IL,60,64,46,18.0,92
2015-08,IL,74,63,46,17.0,84
2015-09,IL,88,67,46,30.0,71
2015-10,IL,86,66,50,27.0,65
2015-11,IL,81,68,51,38.0,59
2015-12,IL,68,66,46,27.0,62
2016-01,IL,76,67,53,32.0,81
2016-02,IL,80,69,48,34.0,82
2016-03,IL,79,66,46,32.0,86
2016-04,IL,79,64,45,28.0,90
2016-05,IL,73,59,43,23.0,89
2016-06,IL,48,61,44,18.0,94
2016-07,IL,59,57,39,17.0,91
2016-08,IL,78,66,45,16.0,90
2016-09,IL,84,64,44,29.0,75
2016-10,IL,82,59,45,36.0,67
2016-11,IL,72,61,48,62.0,65
2016-12,IL,58,57,42,29.0,66
2017-01,IL,84,71,51,57.0,86
2017-02,IL,74,66,49,100.0,83
2017-03,IL,71,69,61,49.0,85
2017-04,IL,73,62,45,32.0,86
2017-05,IL,72,65,60,29.0,86
2017-06,IL,56,62,52,18.0,89
2017-07,IL,51,61,54,17.0,87
2017-08,IL,74,64,48,17.0,83
2017-09,IL,78,67,51,32.0,73
2017-10,IL,82,68,52,31.0,68
2017-11,IL,71,67,52,32.0,64
2017-12,IL,65,57,45,29.0,58
2018-01,IL,79,72,52,40.0,79
2018-02,IL,72,65,49,40.0,77
2018-03,IL,70,66,46,30.0,83
2018-04,IL,76,67,47,30.0,84
2018-05,IL,71,63,43,32.0,84
2018-06,IL,55,62,48,56.0,87
2018-07,IL,53,61,43,27.0,90
2018-08,IL,73,68,47,21.0,82
2018-09,IL,75,62,45,27.0,71
2018-10,IL,82,67,50,51.0,69
2018-11,IL,75,65,48,49.0,63
2018-12,IL,84,57,42,39.0,59
2019-01,IL,77,70,49,51.0,81
2019-02,IL,80,68,48,38.0,80
2019-03,IL,77,67,44,33.0,79
2019-04,IL,92,69,48,32.0,83
2019-05,IL,78,67,43,29.0,84
2019-06,IL,60,64,46,31.0,91
2019-07,IL,62,66,45,34.0,91
2019-08,IL,74,70,46,25.0,87
2019-09,IL,79,68,45,27.0,70
2019-10,IL,84,74,51,34.0,70
2019-11,IL,79,67,47,29.0,68
2019-12,IL,59,61,41,25.0,58
2020-01,IL,80,72,49,26.0,76
2020-02,IL,88,74,50,28.0,77
2020-03,IL,61,90,57,24.0,70
2020-04,IL,73,77,76,30.0,72
2020-05,IL,68,71,58,21.0,85
2020-06,IL,69,68,45,19.0,91
2020-07,IL,57,79,49,17.0,90
2020-08,IL,69,76,44,18.0,90
2020-09,IL,82,76,47,26.0,73
2020-10,IL,76,77,49,24.0,73
2020-11,IL,59,73,47,21.0,64
2020-12,IL,64,72,46,19.0,64
2021-01,IL,100,100,50,21.0,79
2021-02,IL,89,98,49,24.0,83
2021-03,IL,72,94,49,29.0,90
2021-04,IL,67,86,47,21.0,99
2021-05,IL,62,73,46,16.0,100
2021-06,IL,55,71,44,11.0,95
2021-07,IL,48,73,43,12.0,97
2021-08,IL,60,80,49,16.0,91
2021-09,IL,67,78,50,24.0,81
2021-10,IL,67,75,49,24.0,80
2021-11,IL,66,78,49,22.0,76
2021-12,IL,60,79,49,16.0,73
2022-01,IL,72,95,62,19.0,86
2022-02,IL,71,83,60,22.0,91
2022-03,IL,75,79,60,18.0,93
2022-04,IL,76,77,55,31.0,88
2022-05,IL,64,74,53,24.0,85
2022-06,IL,48,78,53,15.0,89
2022-07,IL,48,77,55,15.0,87
2022-08,IL,74,80,57,16.0,88
2022-09,IL,90,79,54,51.0,66
2022-10,IL,81,77,54,32.0,67
2022-11,IL,66,74,49,26.0,60
2022-12,IL,69,72,48,28.0,58
2023-01,IL,74,77,55,29.0,71
2023-02,IL,73,80,53,29.0,74
2023-03,IL,63,83,55,26.0,71
2023-04,IL,72,82,53,25.0,78
2023-05,IL,57,77,53,44.0,77
2023-06,IL,46,74,52,24.0,81
2023-07,IL,48,72,56,21.0,80
2023-08,IL,62,79,54,23.0,73
2023-09,IL,76,78,53,42.0,65
2023-10,IL,76,81,58,53.0,59
2023-11,IL,65,80,57,39.0,58
2023-12,IL,60,72,50,49.0,54
2024-01,IL,71,83,60,51.0,62
2024-02,IL,73,84,61,53.0,64
2024-03,IL,71,79,61,50.0,64
2024-04,IL,79,78,57,35.0,68
2024-05,IL,66,78,53,30.0,65
2024-06,IL,44,76,51,28.0,75
2024-07,IL,46,77,53,30.0,67
2024-08,IL,67,79,53,37.0,63
2024-09,IL,71,80,58,83.0,60
2024-10,IL,77,78,54,59.0,53
2024-11,IL,72,82,55,72.0,51
2024-12,IL,59,81,100,38.0,50
2025-01,IL,79,91,64,92.0,61
2025-02,IL,79,94,65,90.0,60
2025-03,IL,59,86,58,47.0,64
2025-04,IL,70,86,62,48.0,63
2025-05,IL,77,84,57,46.0,64
2015-01,IN,72,69,59,20.0,63
2015-02,IN,88,66,60,27.0,62
2015-03,IN,75,66,58,21.0,66
2015-04,IN,97,66,60,22.0,67
2015-05,IN,75,62,52,22.0,70
2015-06,IN,41,65,59,13.0,72
2015-07,IN,52,66,52,14.0,72
2015-08,IN,79,67,54,20.0,60
2015-09,IN,100,64,52,43.0,51
2015-10,IN,85,67,54,39.0,51
2015-11,IN,64,66,54,46.0,45
2015-12,IN,66,62,54,29.0,49
2016-01,IN,77,64,47,24.0,79
2016-02,IN,62,63,49,31.0,81
2016-03,IN,65,65,50,30.0,82
2016-04,IN,77,63,45,31.0,85
2016-05,IN,64,59,45,24.0,85
2016-06,IN,58,64,43,18.0,93
2016-07,IN,47,60,40,17.0,94
2016-08,IN,71,65,45,18.0,80
2016-09,IN,81,61,43,35.0,77
2016-10,IN,84,62,46,36.0,72
2016-11,IN,62,61,48,53.0,61
2016-12,IN,59,54,40,30.0,61
2017-01,IN,75,68,50,51.0,85
2017-02,IN,77,65,44,90.0,80
2017-03,IN,70,68,56,36.0,93
2017-04,IN,66,65,43,29.0,85
2017-05,IN,58,65,56,24.0,88
2017-06,IN,48,66,51,12.0,94
2017-07,IN,42,66,55,13.0,96
2017-08,IN,66,69,45,17.0,82
2017-09,IN,77,63,48,35.0,75
2017-10,IN,70,69,49,29.0,72
2017-11,IN,65,69,51,33.0,67
2017-12,IN,63,58,46,22.0,60
2018-01,IN,67,72,49,31.0,80
2018-02,IN,76,69,50,32.0,83
2018-03,IN,64,66,44,25.0,83
2018-04,IN,70,66,47,29.0,81
2018-05,IN,50,64,44,26.0,88
2018-06,IN,40,66,46,56.0,92
2018-07,IN,53,69,44,27.0,93
2018-08,IN,67,70,46,25.0,80
2018-09,IN,73,65,44,28.0,74
2018-10,IN,82,69,46,44.0,67
2018-11,IN,58,65,44,47.0,65
2018-12,IN,67,59,39,35.0,64
2019-01,IN,69,69,50,49.0,84
2019-02,IN,65,71,47,34.0,82
2019-03,IN,59,68,46,30.0,90
2019-04,IN,64,73,46,37.0,84
2019-05,IN,59,66,40,23.0,84
2019-06,IN,42,67,44,25.0,92
2019-07,IN,40,69,47,30.0,96
2019-08,IN,63,73,42,26.0,83
2019-09,IN,77,68,45,26.0,77
2019-10,IN,77,76,44,27.0,73
2019-11,IN,54,69,41,24.0,64
2019-12,IN,55,63,42,24.0,63
2020-01,IN,71,79,46,21.0,83
2020-02,IN,64,77,48,24.0,79
2020-03,IN,48,100,56,20.0,69
2020-04,IN,52,79,88,22.0,70
2020-05,IN,54,68,62,14.0,86
2020-06,IN,50,70,43,14.0,98
2020-07,IN,44,80,48,12.0,98
2020-08,IN,68,78,42,16.0,85
2020-09,IN,68,77,44,28.0,78
2020-10,IN,68,82,47,24.0,78
2020-11,IN,52,79,47,18.0,65
2020-12,IN,42,73,46,13.0,67
2021-01,IN,44,82,46,19.0,85
2021-02,IN,54,81,49,22.0,86
2021-03,IN,44,81,47,32.0,96
2021-04,IN,44,78,48,22.0,95
2021-05,IN,48,69,46,13.0,100
2021-06,IN,44,71,47,11.0,99
2021-07,IN,37,72,43,11.0,100
2021-08,IN,44,84,46,16.0,94
2021-09,IN,52,85,49,24.0,86
2021-10,IN,50,82,49,24.0,87
2021-11,IN,51,82,50,23.0,76
2021-12,IN,48,82,50,12.0,72
2022-01,IN,59,94,55,16.0,83
2022-02,IN,54,80,54,18.0,85
2022-03,IN,52,81,56,18.0,98
2022-04,IN,66,76,53,27.0,87
2022-05,IN,60,75,44,18.0,88
2022-06,IN,44,78,47,13.0,95
2022-07,IN,33,74,47,12.0,88
2022-08,IN,60,85,51,17.0,86
2022-09,IN,66,79,51,42.0,75
2022-10,IN,57,78,51,27.0,70
2022-11,IN,59,77,47,26.0,67
2022-12,IN,50,71,45,26.0,59
2023-01,IN,59,77,51,22.0,72
2023-02,IN,56,83,58,26.0,70
2023-03,IN,57,86,52,23.0,76
2023-04,IN,52,79,45,20.0,73
2023-05,IN,50,83,50,29.0,80
2023-06,IN,36,83,50,18.0,80
2023-07,IN,35,77,50,13.0,80
2023-08,IN,67,85,53,19.0,73
2023-09,IN,72,82,50,39.0,65
2023-10,IN,61,86,55,34.0,59
2023-11,IN,57,80,54,28.0,57
2023-12,IN,47,76,50,33.0,54
2024-01,IN,65,88,60,38.0,65
2024-02,IN,69,89,60,44.0,65
2024-03,IN,61,80,57,42.0,61
2024-04,IN,63,83,55,32.0,64
2024-05,IN,52,81,51,23.0,64
2024-06,IN,35,84,50,22.0,69
2024-07,IN,38,82,52,25.0,68
2024-08,IN,62,89,51,36.0,63
2024-09,IN,73,82,58,100.0,57
2024-10,IN,71,87,56,77.0,50
2024-11,IN,59,85,55,70.0,50
2024-12,IN,55,84,100,33.0,50
2025-01,IN,65,93,58,78.0,59
2025-02,IN,58,93,53,83.0,61
2025-03,IN,55,87,56,44.0,64
2025-04,IN,65,92,62,48.0,66
2025-05,IN,58,87,57,38.0,63
2015-01,KS,89,49,43,25.0,63
2015-02,KS,80,52,44,27.0,62
2015-03,KS,60,48,43,29.0,62
2015-04,KS,87,45,43,28.0,63
2015-05,KS,64,42,37,18.0,63
2015-06,KS,51,43,45,13.0,71
2015-07,KS,57,47,43,21.0,71
2015-08,KS,82,48,50,27.0,63
2015-09,KS,100,51,50,49.0,52
2015-10,KS,51,45,41,30.0,43
2015-11,KS,47,35,33,30.0,34
2015-12,KS,21,22,17,12.0,19
2016-01,KS,61,48,41,29.0,65
2016-02,KS,61,55,45,35.0,72
2016-03,KS,61,47,38,29.0,64
2016-04,KS,63,48,41,31.0,69
2016-05,KS,71,51,39,24.0,87
2016-06,KS,50,50,42,17.0,91
2016-07,KS,45,50,43,21.0,93
2016-08,KS,66,50,43,17.0,73
2016-09,KS,77,51,44,40.0,67
2016-10,KS,52,48,42,34.0,57
2016-11,KS,65,48,45,57.0,49
2016-12,KS,59,47,45,27.0,65
2017-01,KS,57,59,51,50.0,92
2017-02,KS,62,56,47,100.0,85
2017-03,KS,60,56,61,56.0,91
2017-04,KS,73,57,50,34.0,88
2017-05,KS,59,56,60,27.0,90
2017-06,KS,45,50,50,12.0,98
2017-07,KS,39,56,58,17.0,100
2017-08,KS,48,48,39,14.0,70
2017-09,KS,69,47,42,35.0,59
2017-10,KS,62,50,47,26.0,65
2017-11,KS,62,55,50,26.0,55
2017-12,KS,53,52,48,26.0,54
2018-01,KS,52,62,48,41.0,68
2018-02,KS,56,57,47,37.0,70
2018-03,KS,54,54,46,31.0,74
2018-04,KS,67,58,48,34.0,78
2018-05,KS,55,55,44,36.0,78
2018-06,KS,39,54,44,62.0,84
2018-07,KS,41,57,48,37.0,86
2018-08,KS,62,58,50,34.0,75
2018-09,KS,65,54,43,43.0,63
2018-10,KS,58,60,50,67.0,58
2018-11,KS,56,53,47,60.0,55
2018-12,KS,56,51,40,44.0,55
2019-01,KS,56,63,50,57.0,75
2019-02,KS,55,62,50,44.0,72
2019-03,KS,50,58,47,33.0,80
2019-04,KS,56,61,46,46.0,80
2019-05,KS,55,59,45,34.0,80
2019-06,KS,41,59,46,29.0,86
2019-07,KS,42,62,45,39.0,87
2019-08,KS,71,62,43,30.0,74
2019-09,KS,59,62,44,39.0,67
2019-10,KS,78,64,49,34.0,55
2019-11,KS,58,60,46,28.0,59
2019-12,KS,47,55,41,32.0,55
2020-01,KS,57,65,43,25.0,66
2020-02,KS,55,60,47,39.0,75
2020-03,KS,54,85,54,23.0,64
2020-04,KS,62,75,65,32.0,71
2020-05,KS,63,64,51,23.0,80
2020-06,KS,62,77,42,18.0,91
2020-07,KS,53,78,42,18.0,90
2020-08,KS,69,77,43,18.0,79
2020-09,KS,73,76,47,36.0,68
2020-10,KS,77,75,47,32.0,61
2020-11,KS,43,79,47,23.0,57
2020-12,KS,56,70,46,16.0,54
2021-01,KS,53,91,47,18.0,74
2021-02,KS,56,100,50,22.0,74
2021-03,KS,59,91,46,34.0,89
2021-04,KS,56,74,49,32.0,91
2021-05,KS,64,69,46,20.0,88
2021-06,KS,60,69,49,10.0,90
2021-07,KS,30,71,47,18.0,88
2021-08,KS,46,80,50,22.0,81
2021-09,KS,62,80,50,27.0,73
2021-10,KS,61,72,50,29.0,66
2021-11,KS,48,72,49,30.0,64
2021-12,KS,43,73,51,15.0,60
2022-01,KS,55,85,58,15.0,75
2022-02,KS,63,77,57,23.0,84
2022-03,KS,53,71,53,19.0,85
2022-04,KS,67,72,54,38.0,80
2022-05,KS,43,70,49,28.0,83
2022-06,KS,37,68,50,15.0,85
2022-07,KS,35,70,48,17.0,84
2022-08,KS,53,76,52,20.0,77
2022-09,KS,57,71,54,54.0,69
2022-10,KS,64,71,53,32.0,61
2022-11,KS,56,64,47,25.0,55
2022-12,KS,49,62,47,28.0,53
2023-01,KS,45,73,54,24.0,67
2023-02,KS,54,67,57,22.0,63
2023-03,KS,42,69,54,22.0,78
2023-04,KS,54,69,56,28.0,75
2023-05,KS,45,69,54,36.0,77
2023-06,KS,30,67,54,17.0,76
2023-07,KS,37,65,56,14.0,75
2023-08,KS,43,71,58,14.0,69
2023-09,KS,57,72,59,45.0,58
2023-10,KS,57,71,61,38.0,55
2023-11,KS,68,71,59,31.0,52
2023-12,KS,46,64,54,32.0,54
2024-01,KS,51,74,62,41.0,59
2024-02,KS,60,72,65,49.0,59
2024-03,KS,45,67,65,46.0,59
2024-04,KS,58,72,61,37.0,62
2024-05,KS,53,67,58,32.0,64
2024-06,KS,36,67,52,23.0,65
2024-07,KS,40,70,51,33.0,65
2024-08,KS,51,70,54,42.0,61
2024-09,KS,78,69,59,97.0,53
2024-10,KS,74,77,63,66.0,56
2024-11,KS,56,70,62,66.0,50
2024-12,KS,47,79,100,34.0,51
2025-01,KS,39,76,62,88.0,54
2025-02,KS,54,78,65,83.0,56
2025-03,KS,59,73,65,52.0,59
2025-04,KS,60,73,69,56.0,61
2025-05,KS,54,73,64,51.0,66
2015-01,KY,78,58,56,13.0,75
2015-02,KY,76,55,55,16.0,74
