month,state,criminal justice,health,healthcare,immigrants,rent
2021-11,PR,0,71,37,0.0,40
2021-12,PR,0,78,38,0.0,40
2022-01,PR,0,90,48,0.0,43
2022-02,PR,47,80,50,28.0,43
2022-03,PR,0,81,46,20.0,42
2022-04,PR,0,80,46,19.0,41
2022-05,PR,0,76,40,22.0,39
2022-06,PR,0,81,47,0.0,44
2022-07,PR,0,78,41,0.0,42
2022-08,PR,0,84,41,0.0,41
2022-09,PR,70,77,36,0.0,36
2022-10,PR,0,81,40,40.0,39
2022-11,PR,0,75,37,0.0,37
2022-12,PR,0,74,38,17.0,41
2023-01,PR,43,82,45,32.0,40
2023-02,PR,0,81,45,29.0,38
2023-03,PR,41,83,41,0.0,38
2023-04,PR,0,71,33,0.0,36
2023-05,PR,0,86,42,0.0,40
2023-06,PR,0,85,42,0.0,40
2023-07,PR,0,83,41,0.0,44
2023-08,PR,0,89,48,27.0,42
2023-09,PR,0,84,47,18.0,36
2023-10,PR,0,86,53,27.0,39
2023-11,PR,0,86,47,18.0,37
2023-12,PR,0,77,41,0.0,43
2024-01,PR,0,94,45,27.0,41
2024-02,PR,54,95,54,21.0,36
2024-03,PR,47,90,49,26.0,36
2024-04,PR,0,95,41,28.0,37
2024-05,PR,0,86,42,20.0,41
2024-06,PR,0,92,37,0.0,43
2024-07,PR,0,90,42,20.0,39
2024-08,PR,0,100,40,0.0,41
2024-09,PR,0,92,45,51.0,36
2024-10,PR,0,96,44,28.0,34
2024-11,PR,0,86,41,49.0,38
2024-12,PR,0,93,80,0.0,40
2025-01,PR,0,97,44,100.0,40
2025-02,PR,0,95,44,89.0,36
2025-03,PR,0,96,41,45.0,39
2025-04,PR,0,93,37,38.0,35
2025-05,PR,24,92,38,32.0,35
2015-01,RI,50,63,44,12.0,51
2015-02,RI,86,70,46,14.0,51
2015-03,RI,76,70,49,24.0,62
2015-04,RI,70,69,50,28.0,62
2015-05,RI,68,62,44,18.0,66
2015-06,RI,52,65,46,20.0,64
2015-07,RI,42,61,41,26.0,65
2015-08,RI,0,61,47,13.0,69
2015-09,RI,79,69,43,35.0,59
2015-10,RI,78,67,48,28.0,48
2015-11,RI,63,61,45,43.0,48
2015-12,RI,42,57,43,36.0,45
2016-01,RI,65,65,42,32.0,65
2016-02,RI,53,65,42,38.0,67
2016-03,RI,49,69,44,53.0,69
2016-04,RI,78,63,42,52.0,74
2016-05,RI,63,59,39,30.0,72
2016-06,RI,68,61,40,24.0,73
2016-07,RI,39,56,35,19.0,76
2016-08,RI,66,61,42,24.0,75
2016-09,RI,100,64,39,29.0,60
2016-10,RI,89,59,39,37.0,56
2016-11,RI,74,63,42,76.0,53
2016-12,RI,65,59,36,35.0,47
2017-01,RI,63,66,43,63.0,60
2017-02,RI,55,66,48,100.0,62
2017-03,RI,60,66,58,48.0,66
2017-04,RI,61,63,47,39.0,71
2017-05,RI,53,61,53,42.0,67
2017-06,RI,43,60,45,17.0,70
2017-07,RI,31,64,47,18.0,74
2017-08,RI,51,59,41,19.0,69
2017-09,RI,91,66,43,26.0,59
2017-10,RI,87,63,50,33.0,57
2017-11,RI,75,65,45,42.0,52
2017-12,RI,49,58,38,33.0,49
2018-01,RI,47,66,47,52.0,66
2018-02,RI,55,64,45,54.0,65
2018-03,RI,67,63,41,29.0,70
2018-04,RI,71,65,42,27.0,68
2018-05,RI,55,60,43,39.0,68
2018-06,RI,47,66,43,71.0,75
2018-07,RI,26,57,39,37.0,72
2018-08,RI,55,62,40,18.0,75
2018-09,RI,87,64,41,30.0,65
2018-10,RI,81,63,44,58.0,58
2018-11,RI,56,62,44,57.0,56
2018-12,RI,48,66,41,42.0,55
2019-01,RI,75,63,50,53.0,72
2019-02,RI,80,71,43,44.0,63
2019-03,RI,71,65,43,31.0,68
2019-04,RI,61,72,47,44.0,69
2019-05,RI,77,68,40,41.0,73
2019-06,RI,34,57,39,28.0,77
2019-07,RI,33,64,37,34.0,73
2019-08,RI,43,59,37,34.0,76
2019-09,RI,92,64,37,29.0,66
2019-10,RI,74,68,41,35.0,56
2019-11,RI,70,66,40,28.0,55
2019-12,RI,33,59,35,31.0,51
2020-01,RI,71,75,40,28.0,67
2020-02,RI,71,79,46,30.0,65
2020-03,RI,56,95,51,29.0,54
2020-04,RI,51,89,68,31.0,51
2020-05,RI,39,71,50,25.0,64
2020-06,RI,68,69,42,24.0,73
2020-07,RI,35,79,39,19.0,78
2020-08,RI,49,76,36,14.0,73
2020-09,RI,94,77,39,19.0,66
2020-10,RI,56,82,43,25.0,67
2020-11,RI,42,75,41,26.0,68
2020-12,RI,36,70,42,24.0,56
2021-01,RI,56,80,42,20.0,70
2021-02,RI,61,85,49,17.0,71
2021-03,RI,54,85,42,44.0,73
2021-04,RI,35,73,42,29.0,78
2021-05,RI,39,64,42,25.0,78
2021-06,RI,32,65,43,22.0,92
2021-07,RI,26,63,38,17.0,88
2021-08,RI,40,68,47,20.0,85
2021-09,RI,64,74,51,29.0,82
2021-10,RI,51,72,43,40.0,79
2021-11,RI,64,75,45,29.0,81
2021-12,RI,51,83,45,17.0,70
2022-01,RI,48,81,47,14.0,82
2022-02,RI,62,74,51,19.0,89
2022-03,RI,52,81,50,26.0,100
2022-04,RI,55,73,46,33.0,89
2022-05,RI,61,73,42,31.0,90
2022-06,RI,31,67,46,28.0,77
2022-07,RI,35,64,42,17.0,81
2022-08,RI,36,70,49,16.0,84
2022-09,RI,67,74,49,61.0,61
2022-10,RI,65,71,46,37.0,56
2022-11,RI,53,71,43,30.0,52
2022-12,RI,52,64,41,31.0,48
2023-01,RI,45,77,49,33.0,59
2023-02,RI,58,78,46,21.0,61
2023-03,RI,53,79,48,28.0,62
2023-04,RI,53,76,48,28.0,66
2023-05,RI,54,77,47,52.0,69
2023-06,RI,39,69,48,24.0,67
2023-07,RI,37,67,44,26.0,75
2023-08,RI,32,72,46,17.0,69
2023-09,RI,82,76,53,34.0,58
2023-10,RI,83,78,50,45.0,53
2023-11,RI,48,76,50,32.0,50
2023-12,RI,51,66,41,42.0,47
2024-01,RI,74,84,60,60.0,56
2024-02,RI,50,87,60,55.0,55
2024-03,RI,51,73,60,61.0,53
2024-04,RI,71,78,54,41.0,56
2024-05,RI,54,75,50,32.0,56
2024-06,RI,39,67,42,30.0,60
2024-07,RI,36,73,45,33.0,58
2024-08,RI,35,79,50,45.0,58
2024-09,RI,64,77,47,87.0,49
2024-10,RI,65,83,53,81.0,46
2024-11,RI,60,84,51,88.0,45
2024-12,RI,44,81,100,45.0,46
2025-01,RI,64,93,53,94.0,53
2025-02,RI,72,100,58,79.0,51
2025-03,RI,61,87,53,60.0,53
2025-04,RI,53,96,54,54.0,56
2025-05,RI,55,90,51,50.0,53
2015-01,SC,91,71,57,26.0,67
2015-02,SC,90,73,55,29.0,68
2015-03,SC,77,71,52,27.0,73
2015-04,SC,91,69,51,28.0,72
2015-05,SC,75,64,47,20.0,76
2015-06,SC,59,66,47,11.0,85
2015-07,SC,60,70,42,19.0,100
2015-08,SC,75,68,43,17.0,92
2015-09,SC,87,70,45,30.0,75
2015-10,SC,100,69,50,39.0,61
2015-11,SC,85,72,54,60.0,56
2015-12,SC,71,67,48,48.0,50
2016-01,SC,83,70,48,35.0,79
2016-02,SC,80,72,48,41.0,82
2016-03,SC,70,69,47,42.0,79
2016-04,SC,84,68,48,30.0,83
2016-05,SC,63,70,41,28.0,86
2016-06,SC,57,66,45,19.0,86
2016-07,SC,51,60,43,19.0,86
2016-08,SC,77,71,45,16.0,76
2016-09,SC,86,69,43,38.0,67
2016-10,SC,78,64,47,42.0,65
2016-11,SC,76,65,47,69.0,60
2016-12,SC,70,59,40,39.0,61
2017-01,SC,78,74,51,62.0,78
2017-02,SC,81,70,50,100.0,79
2017-03,SC,64,73,55,54.0,77
2017-04,SC,69,66,42,29.0,75
2017-05,SC,71,69,61,23.0,78
2017-06,SC,64,67,50,16.0,88
2017-07,SC,52,67,51,18.0,83
2017-08,SC,63,70,48,15.0,74
2017-09,SC,71,69,48,32.0,66
2017-10,SC,77,73,55,38.0,66
2017-11,SC,65,67,51,47.0,60
2017-12,SC,62,61,45,42.0,59
2018-01,SC,69,72,50,42.0,73
2018-02,SC,73,75,50,40.0,74
2018-03,SC,72,72,46,37.0,76
2018-04,SC,72,73,46,36.0,74
2018-05,SC,67,65,46,31.0,76
2018-06,SC,60,67,45,64.0,86
2018-07,SC,57,70,48,27.0,83
2018-08,SC,59,76,48,21.0,76
2018-09,SC,68,68,40,20.0,66
2018-10,SC,75,75,50,61.0,65
2018-11,SC,70,69,46,67.0,59
2018-12,SC,71,64,39,55.0,60
2019-01,SC,75,79,48,61.0,80
2019-02,SC,61,80,49,46.0,75
2019-03,SC,65,73,47,43.0,79
2019-04,SC,66,74,45,35.0,79
2019-05,SC,69,75,42,31.0,80
2019-06,SC,54,71,43,29.0,90
2019-07,SC,60,73,41,37.0,84
2019-08,SC,68,78,46,25.0,73
2019-09,SC,79,76,44,24.0,67
2019-10,SC,95,78,46,37.0,61
2019-11,SC,70,72,42,37.0,57
2019-12,SC,59,70,40,33.0,57
2020-01,SC,70,78,43,30.0,72
2020-02,SC,74,80,49,32.0,73
2020-03,SC,55,83,53,29.0,65
2020-04,SC,56,70,79,28.0,66
2020-05,SC,59,67,56,20.0,78
2020-06,SC,61,77,47,16.0,81
2020-07,SC,58,77,45,16.0,78
2020-08,SC,65,77,43,18.0,76
2020-09,SC,82,76,48,28.0,67
2020-10,SC,71,84,50,32.0,71
2020-11,SC,48,76,48,29.0,59
2020-12,SC,45,76,53,19.0,57
2021-01,SC,59,91,53,28.0,73
2021-02,SC,69,94,55,27.0,71
2021-03,SC,53,87,50,43.0,82
2021-04,SC,58,82,48,30.0,86
2021-05,SC,53,74,52,20.0,82
2021-06,SC,45,75,48,14.0,83
2021-07,SC,47,78,47,15.0,83
2021-08,SC,52,87,58,20.0,77
2021-09,SC,63,87,55,33.0,75
2021-10,SC,66,86,53,34.0,75
2021-11,SC,60,85,58,31.0,72
2021-12,SC,54,83,60,16.0,68
2022-01,SC,59,96,61,21.0,73
2022-02,SC,62,91,57,22.0,77
2022-03,SC,64,87,55,28.0,82
2022-04,SC,76,84,49,39.0,79
2022-05,SC,58,83,53,26.0,80
2022-06,SC,46,83,52,17.0,81
2022-07,SC,39,81,51,15.0,75
2022-08,SC,61,88,56,19.0,73
2022-09,SC,70,82,53,53.0,67
2022-10,SC,69,85,48,38.0,59
2022-11,SC,57,83,50,30.0,56
2022-12,SC,50,77,50,26.0,53
2023-01,SC,68,95,56,29.0,67
2023-02,SC,63,90,57,33.0,64
2023-03,SC,60,92,53,36.0,63
2023-04,SC,68,86,52,30.0,66
2023-05,SC,55,86,53,40.0,66
2023-06,SC,51,86,52,19.0,70
2023-07,SC,42,83,52,15.0,72
2023-08,SC,56,89,56,22.0,63
2023-09,SC,68,86,50,39.0,57
2023-10,SC,79,93,55,48.0,54
2023-11,SC,57,91,60,36.0,52
2023-12,SC,50,79,52,36.0,51
2024-01,SC,70,98,63,46.0,55
2024-02,SC,65,94,65,65.0,57
2024-03,SC,60,89,56,61.0,55
2024-04,SC,76,91,59,40.0,57
2024-05,SC,53,89,55,33.0,60
2024-06,SC,47,89,52,29.0,61
2024-07,SC,52,87,50,29.0,59
2024-08,SC,69,90,53,49.0,56
2024-09,SC,80,89,59,99.0,50
2024-10,SC,72,91,55,78.0,51
2024-11,SC,66,88,56,68.0,47
2024-12,SC,53,87,100,41.0,48
2025-01,SC,64,99,61,89.0,54
2025-02,SC,74,99,61,97.0,54
2025-03,SC,71,95,55,64.0,57
2025-04,SC,66,99,60,60.0,55
2025-05,SC,64,100,59,54.0,54
2015-01,SD,0,69,51,32.0,90
2015-02,SD,0,68,57,23.0,90
2015-03,SD,60,63,50,0.0,92
2015-04,SD,0,69,60,42.0,82
2015-05,SD,58,58,44,28.0,79
2015-06,SD,0,64,57,0.0,94
2015-07,SD,0,65,58,0.0,89
2015-08,SD,0,62,53,24.0,81
2015-09,SD,74,66,57,54.0,68
2015-10,SD,70,70,58,48.0,66
2015-11,SD,100,67,57,39.0,68
2015-12,SD,0,62,43,19.0,66
2016-01,SD,64,61,45,22.0,89
2016-02,SD,68,67,52,28.0,87
2016-03,SD,0,60,51,28.0,86
2016-04,SD,57,63,51,25.0,97
2016-05,SD,46,56,43,24.0,97
2016-06,SD,0,57,47,25.0,93
2016-07,SD,0,52,40,15.0,97
2016-08,SD,0,58,49,14.0,91
2016-09,SD,68,60,46,45.0,79
2016-10,SD,63,60,50,51.0,66
2016-11,SD,0,60,60,56.0,72
2016-12,SD,0,53,50,19.0,66
2017-01,SD,66,69,57,61.0,87
2017-02,SD,57,62,53,76.0,89
2017-03,SD,51,68,67,38.0,92
2017-04,SD,49,58,52,34.0,91
2017-05,SD,48,61,59,33.0,83
2017-06,SD,0,59,57,22.0,98
2017-07,SD,38,59,55,0.0,97
2017-08,SD,40,58,50,14.0,84
2017-09,SD,46,58,56,27.0,71
2017-10,SD,0,62,62,38.0,69
2017-11,SD,60,61,56,20.0,70
2017-12,SD,49,55,54,30.0,65
2018-01,SD,62,63,52,34.0,79
2018-02,SD,45,67,57,30.0,81
2018-03,SD,73,59,51,23.0,82
2018-04,SD,57,57,49,32.0,90
2018-05,SD,0,58,51,37.0,77
2018-06,SD,35,55,49,61.0,90
2018-07,SD,42,57,48,20.0,96
2018-08,SD,0,68,55,20.0,81
2018-09,SD,38,57,47,32.0,69
2018-10,SD,43,67,53,66.0,67
2018-11,SD,46,59,56,59.0,64
2018-12,SD,72,56,42,34.0,67
2019-01,SD,61,65,53,57.0,84
2019-02,SD,47,67,52,46.0,86
2019-03,SD,60,60,50,35.0,88
2019-04,SD,51,62,55,39.0,91
2019-05,SD,68,59,54,19.0,88
2019-06,SD,34,57,51,16.0,94
2019-07,SD,44,55,49,31.0,90
2019-08,SD,0,56,49,31.0,82
2019-09,SD,49,61,57,28.0,67
2019-10,SD,45,64,54,34.0,65
2019-11,SD,37,60,55,21.0,60
2019-12,SD,37,55,52,33.0,59
2020-01,SD,50,63,58,36.0,81
2020-02,SD,43,67,63,29.0,82
2020-03,SD,37,100,61,27.0,70
2020-04,SD,47,96,82,30.0,71
2020-05,SD,36,73,67,20.0,85
2020-06,SD,37,72,55,0.0,90
2020-07,SD,0,72,54,14.0,93
2020-08,SD,63,75,54,15.0,82
2020-09,SD,41,82,58,33.0,73
2020-10,SD,54,88,73,29.0,72
2020-11,SD,0,74,64,26.0,63
2020-12,SD,36,70,71,11.0,64
2021-01,SD,78,79,56,16.0,79
2021-02,SD,0,76,61,16.0,90
2021-03,SD,40,75,63,35.0,95
2021-04,SD,48,72,59,28.0,94
2021-05,SD,59,68,54,13.0,94
2021-06,SD,36,69,54,0.0,100
2021-07,SD,0,65,54,12.0,97
2021-08,SD,37,74,54,15.0,89
2021-09,SD,59,79,65,22.0,82
2021-10,SD,43,76,57,29.0,72
2021-11,SD,45,71,63,26.0,72
2021-12,SD,0,72,61,12.0,69
2022-01,SD,0,78,62,19.0,90
2022-02,SD,59,70,53,0.0,91
2022-03,SD,53,69,50,27.0,96
2022-04,SD,47,63,54,34.0,90
2022-05,SD,49,66,55,25.0,90
2022-06,SD,0,61,50,13.0,85
2022-07,SD,0,60,52,17.0,93
2022-08,SD,41,62,57,12.0,84
2022-09,SD,49,59,56,53.0,82
2022-10,SD,45,68,54,39.0,69
2022-11,SD,38,65,60,31.0,59
2022-12,SD,41,56,42,37.0,60
2023-01,SD,58,65,59,33.0,72
2023-02,SD,51,67,59,27.0,76
2023-03,SD,59,68,55,23.0,77
2023-04,SD,43,67,55,18.0,81
2023-05,SD,30,67,56,27.0,81
2023-06,SD,59,60,53,13.0,88
2023-07,SD,26,62,54,12.0,87
2023-08,SD,31,60,57,13.0,79
2023-09,SD,45,69,55,35.0,70
2023-10,SD,63,69,61,43.0,64
2023-11,SD,65,65,59,26.0,59
2023-12,SD,53,64,55,31.0,65
2024-01,SD,66,68,59,47.0,71
2024-02,SD,47,73,66,49.0,66
2024-03,SD,0,66,63,51.0,69
2024-04,SD,43,68,67,35.0,71
2024-05,SD,37,62,61,19.0,73
2024-06,SD,0,63,62,26.0,72
2024-07,SD,33,65,57,22.0,76
2024-08,SD,64,62,57,30.0,69
2024-09,SD,65,69,60,87.0,61
2024-10,SD,57,74,65,63.0,60
2024-11,SD,42,68,59,61.0,54
2024-12,SD,38,67,100,36.0,56
2025-01,SD,58,77,68,66.0,67
2025-02,SD,44,75,67,74.0,67
2025-03,SD,40,71,69,56.0,76
2025-04,SD,0,76,65,51.0,70
2025-05,SD,45,74,74,45.0,73
2015-01,TN,76,67,62,21.0,73
2015-02,TN,69,62,57,23.0,71
2015-03,TN,74,61,56,20.0,76
2015-04,TN,70,63,59,22.0,77
2015-05,TN,58,58,53,14.0,83
2015-06,TN,55,62,61,12.0,83
2015-07,TN,67,65,69,23.0,82
2015-08,TN,80,69,65,28.0,72
2015-09,TN,87,67,65,38.0,69
2015-10,TN,89,64,60,27.0,69
2015-11,TN,79,67,66,34.0,65
2015-12,TN,65,60,61,24.0,66
2016-01,TN,71,62,53,23.0,87
2016-02,TN,69,66,55,31.0,90
2016-03,TN,68,62,54,31.0,91
2016-04,TN,69,62,53,27.0,93
2016-05,TN,74,57,51,17.0,94
2016-06,TN,63,60,54,18.0,94
2016-07,TN,57,56,51,17.0,91
2016-08,TN,81,63,54,25.0,86
2016-09,TN,73,63,55,33.0,78
2016-10,TN,66,59,51,30.0,77
2016-11,TN,62,58,55,48.0,66
2016-12,TN,58,53,48,26.0,68
2017-01,TN,76,66,61,52.0,85
2017-02,TN,73,63,53,100.0,83
2017-03,TN,70,66,70,48.0,88
2017-04,TN,68,60,50,30.0,85
2017-05,TN,59,63,63,23.0,94
2017-06,TN,56,62,57,14.0,97
2017-07,TN,58,62,52,16.0,95
2017-08,TN,71,64,52,21.0,83
2017-09,TN,74,64,57,34.0,77
2017-10,TN,68,66,59,22.0,77
2017-11,TN,71,59,59,25.0,72
2017-12,TN,52,55,48,20.0,61
2018-01,TN,66,66,60,40.0,85
2018-02,TN,72,66,57,35.0,85
2018-03,TN,71,60,54,23.0,84
2018-04,TN,71,64,50,33.0,93
2018-05,TN,62,62,47,27.0,92
2018-06,TN,56,59,50,60.0,98
2018-07,TN,58,64,52,27.0,90
2018-08,TN,76,66,56,25.0,89
2018-09,TN,70,61,49,28.0,76
2018-10,TN,62,63,51,49.0,74
2018-11,TN,67,62,47,48.0,68
2018-12,TN,63,58,48,33.0,68
2019-01,TN,69,69,58,53.0,91
2019-02,TN,72,66,60,41.0,87
2019-03,TN,58,65,51,26.0,90
2019-04,TN,63,68,53,29.0,84
2019-05,TN,62,62,49,19.0,90
2019-06,TN,61,63,53,29.0,93
2019-07,TN,55,64,50,32.0,91
2019-08,TN,70,68,51,29.0,84
2019-09,TN,74,65,55,29.0,77
2019-10,TN,72,69,56,22.0,73
2019-11,TN,59,62,51,21.0,65
2019-12,TN,51,57,45,25.0,66
2020-01,TN,69,68,57,24.0,80
2020-02,TN,73,68,59,26.0,83
2020-03,TN,53,95,63,17.0,77
2020-04,TN,53,80,79,23.0,76
2020-05,TN,53,72,58,13.0,93
2020-06,TN,56,76,48,15.0,99
2020-07,TN,47,85,49,16.0,89
2020-08,TN,70,76,50,23.0,82
2020-09,TN,72,74,54,38.0,82
2020-10,TN,61,76,51,28.0,80
2020-11,TN,51,76,49,24.0,70
2020-12,TN,49,80,50,16.0,69
2021-01,TN,62,100,53,26.0,86
2021-02,TN,54,93,52,28.0,82
2021-03,TN,53,86,50,32.0,97
2021-04,TN,59,74,50,26.0,96
2021-05,TN,49,61,47,18.0,94
2021-06,TN,42,64,47,12.0,100
2021-07,TN,44,66,50,11.0,95
2021-08,TN,56,84,68,21.0,94
2021-09,TN,55,81,56,37.0,91
2021-10,TN,53,72,55,29.0,79
2021-11,TN,53,71,55,26.0,80
2021-12,TN,48,67,58,14.0,74
2022-01,TN,58,90,74,20.0,81
2022-02,TN,63,73,66,25.0,89
2022-03,TN,66,71,61,22.0,96
2022-04,TN,65,66,62,31.0,88
2022-05,TN,54,63,58,20.0,92
2022-06,TN,42,68,60,16.0,91
2022-07,TN,40,65,56,15.0,90
2022-08,TN,72,75,63,26.0,82
2022-09,TN,69,70,59,50.0,81
2022-10,TN,62,67,58,25.0,69
2022-11,TN,57,69,58,21.0,63
2022-12,TN,47,61,54,25.0,64
2023-01,TN,57,73,69,25.0,75
2023-02,TN,54,75,62,29.0,75
2023-03,TN,51,71,62,24.0,79
2023-04,TN,100,71,66,22.0,75
2023-05,TN,54,70,57,33.0,83
2023-06,TN,45,69,56,17.0,81
2023-07,TN,45,67,55,12.0,78
2023-08,TN,68,74,66,22.0,73
2023-09,TN,69,73,59,37.0,68
2023-10,TN,54,73,65,26.0,65
2023-11,TN,56,72,61,26.0,61
2023-12,TN,47,65,55,33.0,57
2024-01,TN,57,71,69,42.0,64
2024-02,TN,67,79,74,64.0,66
2024-03,TN,51,69,69,50.0,67
2024-04,TN,61,74,68,36.0,69
2024-05,TN,54,69,58,22.0,69
2024-06,TN,35,68,52,25.0,74
2024-07,TN,44,72,51,30.0,69
2024-08,TN,74,74,59,45.0,65
2024-09,TN,66,73,64,93.0,59
2024-10,TN,62,79,68,67.0,57
2024-11,TN,56,72,57,67.0,53
2024-12,TN,52,73,100,33.0,52
2025-01,TN,64,79,71,90.0,66
2025-02,TN,56,80,69,85.0,64
2025-03,TN,61,76,65,49.0,63
2025-04,TN,55,78,63,56.0,66
2025-05,TN,58,75,66,55.0,67
2015-01,TX,94,74,55,18.0,80
2015-02,TX,92,69,58,23.0,77
2015-03,TX,85,66,50,19.0,80
2015-04,TX,100,68,51,21.0,79
2015-05,TX,92,63,44,18.0,82
2015-06,TX,80,66,51,12.0,94
2015-07,TX,76,65,45,17.0,95
2015-08,TX,82,62,46,16.0,87
2015-09,TX,92,67,45,32.0,77
2015-10,TX,91,69,48,28.0,72
2015-11,TX,81,66,47,27.0,65
2015-12,TX,73,66,50,21.0,67
2016-01,TX,89,67,51,21.0,87
2016-02,TX,88,71,49,28.0,87
2016-03,TX,80,64,47,22.0,84
2016-04,TX,89,64,45,23.0,88
2016-05,TX,78,61,42,19.0,86
2016-06,TX,69,65,43,18.0,91
2016-07,TX,73,59,41,15.0,92
2016-08,TX,87,67,45,14.0,78
2016-09,TX,87,70,45,31.0,75
2016-10,TX,83,68,46,30.0,72
2016-11,TX,75,63,50,45.0,66
2016-12,TX,63,59,42,20.0,63
2017-01,TX,79,72,54,38.0,76
2017-02,TX,80,69,50,100.0,79
2017-03,TX,77,68,57,36.0,80
2017-04,TX,83,67,45,28.0,81
2017-05,TX,78,66,56,23.0,82
2017-06,TX,68,66,52,15.0,100
2017-07,TX,66,72,53,19.0,92
2017-08,TX,77,68,47,16.0,85
2017-09,TX,83,68,50,29.0,82
2017-10,TX,79,68,50,25.0,73
2017-11,TX,78,66,52,22.0,66
2017-12,TX,68,59,48,18.0,61
2018-01,TX,81,73,53,30.0,78
2018-02,TX,81,73,51,32.0,79
2018-03,TX,72,70,45,22.0,80
2018-04,TX,87,71,50,29.0,76
2018-05,TX,82,68,45,26.0,80
2018-06,TX,70,70,45,45.0,85
2018-07,TX,72,68,46,23.0,83
2018-08,TX,83,72,50,20.0,76
2018-09,TX,87,71,50,29.0,69
2018-10,TX,81,72,52,49.0,65
2018-11,TX,82,68,47,46.0,62
2018-12,TX,84,61,44,30.0,66
2019-01,TX,82,71,49,37.0,84
2019-02,TX,81,74,48,33.0,78
2019-03,TX,75,74,44,24.0,82
2019-04,TX,89,72,46,32.0,79
2019-05,TX,80,74,43,24.0,83
2019-06,TX,71,68,45,28.0,87
2019-07,TX,77,71,45,29.0,88
2019-08,TX,84,73,46,23.0,77
2019-09,TX,86,72,46,29.0,69
2019-10,TX,88,72,45,25.0,65
2019-11,TX,77,68,44,22.0,60
2019-12,TX,72,63,41,19.0,62
2020-01,TX,80,77,48,20.0,76
2020-02,TX,84,75,48,28.0,72
2020-03,TX,66,86,52,19.0,67
2020-04,TX,82,74,62,27.0,66
2020-05,TX,68,68,49,20.0,84
2020-06,TX,71,76,48,17.0,87
2020-07,TX,62,82,44,16.0,87
2020-08,TX,71,73,43,17.0,81
2020-09,TX,72,77,47,32.0,64
2020-10,TX,71,82,50,28.0,70
2020-11,TX,62,68,49,22.0,65
2020-12,TX,59,73,52,17.0,65
2021-01,TX,63,95,54,23.0,76
2021-02,TX,61,85,48,30.0,77
2021-03,TX,58,88,52,35.0,93
2021-04,TX,62,79,51,27.0,88
2021-05,TX,58,70,48,19.0,90
2021-06,TX,51,73,49,14.0,93
2021-07,TX,52,75,49,13.0,98
2021-08,TX,63,84,53,19.0,89
2021-09,TX,69,83,56,34.0,87
2021-10,TX,67,78,53,25.0,87
2021-11,TX,62,78,54,23.0,85
2021-12,TX,57,80,57,16.0,78
2022-01,TX,69,93,67,20.0,81
2022-02,TX,78,80,64,27.0,82
2022-03,TX,71,84,65,23.0,91
2022-04,TX,72,83,60,36.0,82
2022-05,TX,78,81,56,25.0,83
2022-06,TX,60,83,59,21.0,87
2022-07,TX,54,79,58,18.0,84
2022-08,TX,72,83,61,20.0,76
2022-09,TX,83,85,60,45.0,69
2022-10,TX,72,82,57,29.0,66
2022-11,TX,65,81,55,26.0,55
2022-12,TX,60,75,51,27.0,61
2023-01,TX,66,85,57,26.0,66
2023-02,TX,66,85,57,35.0,69
2023-03,TX,64,85,56,26.0,89
2023-04,TX,64,82,55,27.0,76
2023-05,TX,64,85,57,36.0,75
2023-06,TX,54,77,58,19.0,76
2023-07,TX,49,80,58,16.0,79
2023-08,TX,66,92,64,21.0,69
2023-09,TX,78,85,62,40.0,61
2023-10,TX,69,84,60,34.0,57
2023-11,TX,65,84,61,30.0,55
2023-12,TX,60,73,55,31.0,56
2024-01,TX,71,89,68,38.0,62
2024-02,TX,72,87,68,50.0,60
2024-03,TX,65,87,63,38.0,64
2024-04,TX,72,88,65,34.0,64
2024-05,TX,63,80,55,24.0,62
2024-06,TX,54,81,56,23.0,64
2024-07,TX,50,83,54,23.0,64
2024-08,TX,66,90,58,35.0,60
2024-09,TX,72,85,63,68.0,56
2024-10,TX,71,84,63,45.0,55
2024-11,TX,66,86,61,58.0,53
2024-12,TX,57,85,100,31.0,53
2025-01,TX,67,94,70,74.0,57
2025-02,TX,68,100,67,81.0,59
2025-03,TX,63,95,62,39.0,63
2025-04,TX,68,97,68,44.0,61
2025-05,TX,69,87,61,37.0,64
2015-01,UT,82,64,74,21.0,67
2015-02,UT,71,65,78,26.0,69
2015-03,UT,62,61,78,18.0,70
2015-04,UT,60,60,74,24.0,77
2015-05,UT,59,55,67,15.0,78
2015-06,UT,30,58,73,11.0,83
2015-07,UT,49,57,73,17.0,79
2015-08,UT,71,59,76,15.0,74
2015-09,UT,100,58,72,30.0,66
2015-10,UT,70,62,76,32.0,64
2015-11,UT,77,63,83,37.0,55
2015-12,UT,47,58,78,26.0,55
2016-01,UT,83,62,87,20.0,81
2016-02,UT,53,60,70,24.0,83
2016-03,UT,55,58,74,29.0,85
2016-04,UT,51,58,73,29.0,97
2016-05,UT,49,53,67,21.0,93
2016-06,UT,58,55,69,16.0,97
2016-07,UT,51,55,61,16.0,98
2016-08,UT,63,58,75,15.0,94
2016-09,UT,63,56,70,20.0,79
2016-10,UT,76,55,69,23.0,68
2016-11,UT,80,58,68,46.0,65
2016-12,UT,49,50,68,24.0,59
2017-01,UT,73,59,86,44.0,80
2017-02,UT,69,60,76,80.0,81
2017-03,UT,66,64,81,36.0,91
2017-04,UT,65,58,63,29.0,92
2017-05,UT,66,59,78,21.0,87
2017-06,UT,45,58,78,16.0,94
