state,period,tokens,article_count,token_stock,stock_pr_topic_0,stock_pr_topic_1,stock_pr_topic_2,stock_pr_topic_3,stock_pr_topic_4,stock_pr_topic_5,stock_pr_topic_6,stock_pr_topic_7,stock_pr_topic_8,stock_pr_topic_9,stock_pr_topic_10,stock_pr_topic_11,stock_pr_topic_12,stock_pr_topic_13,stock_pr_topic_14
AK,201801,4224.0,15,27958.37920803226,0.10227950482992515,0.04151908630161589,0.0367845150698163,0.0230451132740682,0.09237981860626668,0.06293671732891128,0.1549755503530087,0.058763459513469535,0.0139058761484898,0.014201377145987926,0.045820246884592304,0.008716746008069636,0.2357822207986457,0.03448816772847835,0.07440159994459863
AK,201802,4708.0,24,27074.70336642581,0.10464175199977341,0.03975863992627765,0.05106973373479626,0.028615144213181325,0.09812234106310601,0.05772943619706893,0.14587885219062563,0.061420819183552855,0.01899236027938649,0.015575468803804617,0.04293812837744514,0.008273581266538712,0.21161726520839974,0.03197291692648451,0.0833935586635699
AK,201803,3212.0,24,24871.762693140652,0.09396643296814872,0.03813759561845529,0.06373152240322541,0.02717451741411511,0.10683574192230148,0.06128179840471004,0.15835565922356296,0.06487939892801757,0.01724082609007647,0.016803226641892068,0.040949281869718676,0.007809810718243654,0.1941385684549522,0.032811736098373116,0.07588388153119595
AK,201804,5192.0,22,25089.410154512523,0.08460984135268716,0.04551549845815546,0.056287342851878155,0.02262445683682117,0.10428849924247248,0.05905133223265341,0.14637238040142517,0.08157580946556502,0.016253358845044363,0.017897803468083298,0.03940761316394472,0.00740297266112316,0.20853781712546554,0.029345852872631625,0.08082942238554057
AK,201805,8544.0,43,28615.52812361002,0.07380949519525372,0.04487667702286073,0.07133992250285326,0.022466236515909878,0.121637789485385,0.05779092022051132,0.13681680259744408,0.08323889898073032,0.020718872423330092,0.014064892347987752,0.03906738848735679,0.011110560177077239,0.20472995704478916,0.027194831459693976,0.0711367578132443
AK,201806,11409.0,27,34301.422498888016,0.0903088716903472,0.04592666633396798,0.05657618658132765,0.029982786177643952,0.12380242525887561,0.05237504311940368,0.16946030552968655,0.07485767303196596,0.01710257162304586,0.01233936086496583,0.033123474053256115,0.009275135800165767,0.18472933113016574,0.026950828327264087,0.07318934125486666
AK,201807,3158.0,12,30599.137999110415,0.08822590755101961,0.047852238726412095,0.05745916751220995,0.028820239802470338,0.11356756749795285,0.051855526101957344,0.16508248557918245,0.07809873404586958,0.016059151336101654,0.013231942516131903,0.043570799331268506,0.008667437384830643,0.1970643207969305,0.02419937183442925,0.06624511064783083
AK,201808,2864.0,18,27343.310399288337,0.08090573233278019,0.0498828217493737,0.061936949731685946,0.026874017643988182,0.11007804114565517,0.05531230836315652,0.1585807845636698,0.082470111822174,0.018288807397502018,0.012020074392093547,0.04406037866619089,0.00804663831998974,0.20124683580604505,0.023113837239065835,0.06718266285675883
AK,201809,3156.0,19,25030.648319430664,0.07934419392937658,0.0498268227884468,0.056662064295786366,0.026270432959566447,0.11659194521404882,0.0555856564098235,0.1507925168750221,0.08134699112634633,0.017618913478572036,0.012148130014007408,0.04798731843569237,0.007138452026504469,0.2104472422378298,0.022469944914592668,0.06576937622204644
AK,201810,3039.0,19,23063.518655544533,0.09762924152065602,0.04833999139412084,0.055596476246707424,0.027242279356719985,0.1086906555614987,0.051797540806357574,0.1400178326619115,0.07918022186467165,0.018216365343028233,0.01827496511670502,0.043098518030567814,0.007349283503573308,0.2182622397156008,0.02197729278908235,0.06432709763125181
AK,201811,4928.0,29,23378.81492443563,0.1313483833050608,0.053353961012346345,0.049696782900254845,0.025202205556744274,0.09536557266493839,0.04911545154714556,0.12944013245656244,0.06994901333818379,0.017229764687890673,0.01644663922116329,0.04179664213095452,0.006865083120139921,0.2217074279274481,0.031305972606480464,0.0611769698927342
AK,201812,5035.0,23,23738.051939548503,0.1419786849224305,0.05668656386506226,0.04392261435230074,0.02657851968903708,0.09024300146615506,0.04833371268867679,0.12146793679140357,0.06364936341091952,0.013688749522270033,0.0141009443321902,0.056177334567806644,0.0056245130878194,0.23461103265438343,0.027993778461684746,0.05494325457151997
AK,201901,3211.0,23,22201.441551638804,0.15317793882155617,0.060284144228465036,0.03873543222754293,0.024201012182567996,0.08641246487891131,0.048148149325903514,0.1142697258890984,0.07120069961448729,0.012687433250923138,0.01241993645782645,0.0506595410724291,0.005074034200079617,0.23455103892273899,0.030068119575626356,0.05811033251542696
AK,201902,8172.0,26,25933.153241311044,0.13243954155983229,0.06461616762094168,0.040325369347142245,0.025734958456506907,0.07908861139949272,0.045744440149725445,0.12494056772170978,0.08156354073230919,0.013903351259067092,0.01004150625227192,0.042935054196128544,0.005453068660524053,0.24636608570379084,0.02621619769112889,0.060631541678263776
AK,201903,4692.0,17,25438.522593048838,0.1104329114785765,0.059401078032240894,0.03565491169073351,0.02377341648356366,0.07870822422098166,0.04242384726254442,0.1535712330516513,0.07634487347674652,0.012324577912981454,0.011756780429778728,0.04308767466841909,0.005790080344668152,0.2434821724201384,0.03331272736123608,0.069935494711548
AK,201904,2818.0,14,23168.81807443907,0.10752665805971583,0.06268166678751015,0.04157318746383339,0.02640641815885663,0.07397114098982997,0.04187124604795224,0.14557789141004351,0.07911694216588075,0.011652315869956617,0.01286157115630742,0.04049545569422876,0.005507674514034808,0.24007899540705652,0.04340105835065911,0.06727778127879998
AK,201905,8419.0,28,26954.05445955126,0.09444993646255286,0.06429449007823515,0.0432453785532432,0.026192675378537585,0.0778134238719842,0.040950007941573226,0.14455839332848897,0.09352268863355993,0.012892778621539437,0.010675565008934133,0.04017928796321912,0.00688054739597351,0.2495016123765813,0.033649114788171466,0.06119409743274864
AK,201906,2197.0,8,23760.243567641006,0.09108849737696016,0.0655188322594889,0.04073376114235927,0.025415897780576208,0.07468931898620781,0.04271491567460239,0.13704909595633005,0.08689994967577039,0.01301761384743275,0.009727029611489673,0.03877089265779782,0.006282919780346343,0.27769890773605366,0.030576321362509727,0.059816044974453926
AK,201907,4981.0,26,23989.194854112804,0.07641843740931192,0.0615198818004289,0.038781645135932886,0.031339816381171164,0.0975586910357709,0.05762635421921874,0.1428321148544821,0.0821815763900083,0.013811321007138272,0.009077072154881068,0.03526875232906138,0.009464296876121712,0.26808917210738054,0.025895403098410007,0.05013546354891952
AK,201908,6965.0,26,26156.35588329025,0.06184406181356604,0.059673951153082,0.06183339534070416,0.03145711052304192,0.11492992758557959,0.052544589962071696,0.13693721577160647,0.0731257321088431,0.02318567170734514,0.007395505038241309,0.038946673125824297,0.009355864943640272,0.2584515722739699,0.023682367463380045,0.04663636016347388
AK,201909,3774.0,17,24699.084706632195,0.060801639913687935,0.0776089279788508,0.057819303020759404,0.033037754983403514,0.09980002723949057,0.059768243219325924,0.12327548589445783,0.07823102440411454,0.022966373026975576,0.007315806738930885,0.038131792489673584,0.012044485481881117,0.26033043447906046,0.02332634995855992,0.0455423518078843
AK,201910,3857.0,12,23616.26776530576,0.06635700380534518,0.07611440837983507,0.06751424499721052,0.033173266072571636,0.08976392829675556,0.05949518641008571,0.13084236682833664,0.08082153901332077,0.020792840283533162,0.007795094631447552,0.041325271728633324,0.011483598645857256,0.2505808695367459,0.020462636355814582,0.04347774618664361
AK,201911,5200.0,31,24093.014212244612,0.10127808928593729,0.07914250779629496,0.06460972582250378,0.031013608479538313,0.08607685627510779,0.05548569614983039,0.11685238735683368,0.08033595005514296,0.02237115836075668,0.007355099483955285,0.039064329108439086,0.011142260566573617,0.25120233572498585,0.01754630151676251,0.03652369485385667
AK,201912,6118.0,21,25392.41136979569,0.10750374387473874,0.07748563003672683,0.056788922729504115,0.033831876010031424,0.06967861551464236,0.04859077378001198,0.11064638386198254,0.08115923751460505,0.018050835604540898,0.006506557297111171,0.04283860271290512,0.014080948633510433,0.2664578260242214,0.02169288771366431,0.04468715798817836
AK,202001,6013.0,22,26326.929095836553,0.09545950593260683,0.09284837625616307,0.057127961705735274,0.04042908954727972,0.07056039263724288,0.049034622490731636,0.10340089068296997,0.07781466376333626,0.019219010033796547,0.008322337876339559,0.05101715455206829,0.016713597494393335,0.2509054333741545,0.020830171309200906,0.04631679187259195
AK,202002,5116.0,15,26177.543276669243,0.09393304626889742,0.1032180850728398,0.05382479054474242,0.03941618282688813,0.06241252024614416,0.054957099602719696,0.10629553755812876,0.10016567676310993,0.018578060482557914,0.008814020843315803,0.04571982977672158,0.016093463891770337,0.23957228318074483,0.01742490622107491,0.03957449428261949
AK,202003,1908.0,10,22850.034621335395,0.09945273740464296,0.11273082577745315,0.04986376190373325,0.03741928073495214,0.06234756719083486,0.056213366255222864,0.10522903281040906,0.09801346763887045,0.017396630273613448,0.008222684679017909,0.04436885658995322,0.016071865921215622,0.236302861137583,0.017766468830250553,0.0386005896826137
AK,202004,5914.0,17,24194.02769706832,0.08198788090551368,0.13264699347103212,0.04155395192978569,0.036911824832810615,0.048426609605414235,0.05769475004742754,0.11377866900229831,0.09474729560961095,0.016514734783727003,0.007804499870009069,0.06173641278830664,0.01676890331679604,0.2286040458196253,0.017204245085889407,0.04361918044725426
AK,202005,10260.0,27,29615.222157654654,0.08060579528009855,0.1271402702179284,0.06987778848005076,0.03297388636144604,0.04447573872166139,0.047861193821500864,0.11232372198946142,0.084322119825319,0.020584906024080342,0.0069608255272172485,0.0539787832571419,0.014994552420071623,0.24977385042523406,0.012208062140377342,0.0419185074068256
AK,202006,9632.0,26,33324.17772612373,0.07144819635413613,0.12628109938663426,0.05726097956670294,0.04131790592515793,0.04940856141538212,0.05504770915103486,0.11283855433044995,0.08535397936474158,0.016221912373869767,0.01098147315479237,0.04830021206452323,0.02460916474095688,0.23338402522607793,0.017140713815276137,0.05040551119277229
AK,202007,5021.0,19,31680.34218089898,0.07222614103928982,0.1196500830357299,0.061973355493405664,0.037744090646068915,0.04787825458107225,0.048958829717019946,0.11598109672606524,0.10069432121490147,0.017076201321737698,0.012068822811892158,0.04455045016875568,0.024830458519520374,0.22791211930851707,0.015141937108769788,0.053313836303049734
AK,202008,3381.0,20,28725.273744719187,0.06899000765768448,0.11991870082818352,0.05939243049557481,0.03674709653946804,0.0584086480190214,0.05437477852432071,0.11200750347233937,0.09906418472221082,0.018057287038502345,0.011299519060497342,0.04406126983783165,0.02398123593759962,0.22607603330507345,0.014443208996433626,0.05317809420882369
AK,202009,5083.0,17,28063.218995775347,0.05855179109676437,0.11937411734054595,0.07677252278979234,0.03694333424580148,0.06879471217915221,0.05909212294661122,0.10792551792316929,0.09440027980724719,0.01852803689251487,0.009735324504794161,0.042338929078745376,0.021804871764214764,0.21064311462189578,0.016406534595586823,0.05868878872865551
AK,202010,4818.0,16,27268.575196620284,0.05570354309236048,0.11791053452569573,0.06539508193329549,0.03133508130279834,0.0680289055709411,0.05486773016709393,0.1186137465695324,0.08510650997389786,0.017257236479973178,0.014743269314272585,0.042245614634395495,0.020049860626755806,0.22697054852869683,0.025163734849071168,0.056608600682808215
AK,202011,3709.0,20,25523.86015729623,0.06426420126645599,0.12181419940883913,0.05729051932314872,0.04075533434563887,0.06335929682079003,0.05362016276313888,0.1290069061608604,0.08426545994841284,0.016695149908903348,0.014081205777728137,0.043850658341189695,0.021316178770806833,0.212108994500223,0.025069851356984953,0.05250188130749549
AK,202012,2226.0,8,22645.08812583698,0.06351261654092176,0.12679233421895736,0.05278444737423211,0.03849549193767946,0.061366081878063444,0.057462142920589133,0.13093950559434384,0.08198788766447825,0.016513838263059306,0.012897171463867336,0.042973737907953516,0.019986730207524825,0.21907271520352345,0.024053062487264614,0.051162237076768785
AK,202101,3201.0,15,21317.070500669586,0.06194726293418866,0.12203798089433657,0.05874127151613503,0.03854812211283522,0.06866641958620044,0.06659797560005241,0.12671403121684863,0.09256899639618132,0.015780515557115925,0.01181241208394217,0.044677329797948626,0.02133346556837327,0.20038167339038987,0.024107938229009113,0.04608460745410328
AK,202102,1716.0,9,18769.65640053567,0.06058415262544282,0.12616570467415175,0.05523266933037906,0.03895742767400516,0.07063308377078154,0.07186274265724214,0.12821847112438658,0.09913841297025316,0.014561178148220272,0.01079268577252009,0.041858250584186185,0.02174184777756488,0.19060865141011715,0.024453863544688755,0.04519085909842343
AK,202103,45807.0,183,60822.725120428535,0.01946763181838423,0.0504265421643993,0.01933246846392747,0.021795554679570412,0.05862937655460352,0.036913064588472204,0.32140650515511754,0.08672882769811029,0.005280883585284084,0.061812880473659765,0.03029495670554601,0.012993631741075703,0.0738761964762022,0.11593145293743827,0.0851100267245475
AK,202104,16415.0,59,65073.180096342825,0.020293478672884304,0.05731443027731008,0.017208853603688262,0.018154900296596915,0.07532630329591355,0.03747051813842211,0.31046913766300294,0.0769140623779368,0.005319730332604649,0.05618280013969813,0.027777163294482404,0.011964071888651003,0.08054244366571497,0.11356820579893254,0.09149390189891173
AK,202105,13704.0,40,65762.54407707427,0.017929571957970944,0.05504262426265961,0.02412825036003039,0.020385894216785123,0.06907159816869617,0.035969296434840946,0.3106452162476808,0.06993730790902607,0.011453807494881894,0.04978076382883919,0.030133705153904965,0.014336655347060238,0.08310797866660041,0.10432193174262167,0.10375539668341477
AK,202106,10018.0,31,62628.03526165942,0.033067674487458766,0.05371334356364717,0.02704934921951848,0.022611231589406595,0.08789934717737641,0.037304076626661506,0.28926138357376385,0.06765035007486525,0.01170672195081803,0.04451451885907186,0.027728166646203006,0.014152957206969572,0.08570587491614962,0.09264857546932284,0.10498642839024086
AK,202107,9933.0,32,60035.42820932753,0.04728952318808294,0.056298990271926384,0.02388001874194172,0.021107699265771607,0.08079728668619478,0.03529675232277636,0.2875558069653591,0.06754986197248534,0.01041417543493715,0.04629421817622317,0.02456605856081077,0.013916896399093765,0.09740480812217535,0.09144836444793615,0.09617953939095074
AK,202108,9860.0,30,57888.34256746204,0.060977483533611175,0.07109834596194492,0.035003512975479226,0.025234787171861103,0.07268440041294026,0.0322259188909427,0.26975043671171467,0.06256360761928835,0.010274673318587052,0.0396090702468181,0.02253436892047661,0.01674486956061728,0.11933804380083647,0.07829954280950492,0.08366093759982067
AK,202109,2449.0,8,48759.674053969626,0.0587100173134229,0.07056580693693124,0.036130001290344556,0.024897144532000526,0.06996541031092182,0.03149497013574425,0.2725163702632768,0.06502567208467494,0.011336926788577674,0.03882547160014105,0.021852823421800508,0.016662301125510603,0.12298015261867222,0.07882391738688017,0.08021301383426128
AK,202110,5350.0,20,44357.7392431757,0.055654154664254704,0.06841997049722977,0.03299544673745535,0.025509431146955218,0.0678002025239513,0.03430271333848602,0.27225946060082623,0.0626640094937872,0.010411253556153917,0.04159140573694889,0.023718529948607424,0.01647652576697665,0.13227398142356453,0.07911902805811283,0.07680388665464542
AK,202111,2771.0,11,38257.19139454057,0.05257663047634488,0.06545310208910873,0.03544410759950184,0.025757512901579946,0.06561078513750414,0.036123502874085785,0.2677082703187244,0.06387298232387614,0.009820413020207898,0.04297372091915071,0.02389242255185109,0.01603902703716817,0.130602221566558,0.08090786853610492,0.08321743297431913
AK,202112,1372.0,8,31977.75311563245,0.051889046960995076,0.06447911971360606,0.03804618131806907,0.02484827702526351,0.07189807372518822,0.035724021485141345,0.2625349904829278,0.06704304233118466,0.01079794483526055,0.041417913098566586,0.02301801992824476,0.015649179229659284,0.13405694199284643,0.07829304419701918,0.08030420397573407
AK,202201,3376.0,9,28958.202492505963,0.05021535069296003,0.0741780239737734,0.04121680218750351,0.027216128844095373,0.06658342029672101,0.04506307603338376,0.24788937660002544,0.07059646745131784,0.010916080562763554,0.03735538576475016,0.025976094456401918,0.01813079720042651,0.13962568950680257,0.0708872446903984,0.07415006288026756
AK,202202,3943.0,17,27109.561994004776,0.06505660505498585,0.07979393020555581,0.04014700924466628,0.02517465507744406,0.06222200710379841,0.059856571977275515,0.23372746225725943,0.06750035123945249,0.011107926517838476,0.0323983307410575,0.028066069839474784,0.015945685929946673,0.14632468950816474,0.06086567272400718,0.07181303368928955
AK,202203,6821.0,24,28508.64959520382,0.05288532920261754,0.07230148787659513,0.041513911046998385,0.024745835206399204,0.08105395984163119,0.06275047551999488,0.24056052826684482,0.06030381352292817,0.008997429012412869,0.02657518557193709,0.028435165209124962,0.01946536614387479,0.15423136298642964,0.05352044495971856,0.07265970598978394
AK,202204,4944.0,22,27750.919676163056,0.04659781549766134,0.06602319963237892,0.045096376900073995,0.022374649744544485,0.09378733453464788,0.055133666721982603,0.2514253690404031,0.051052101845988296,0.011739487401806664,0.023031917300150265,0.047855367641288185,0.018268802559663094,0.1401954797203918,0.051565286745693585,0.07585314331285933
AK,202205,1729.0,11,23929.73574093045,0.04582618650694929,0.06365257538834197,0.05080804502695712,0.022521825280533432,0.0968011432550986,0.058239836769685464,0.24029267440368382,0.05010119854117439,0.010944551296865316,0.02190533552168388,0.04599843298996168,0.017143044443876716,0.1451508068041138,0.05264286615950666,0.07797147839114539
AK,202206,3522.0,12,22665.78859274436,0.0412449349730139,0.0719550425888646,0.062095583679243435,0.01970217293569368,0.08232837439248791,0.05540056883587252,0.22913903440792596,0.046265219105136646,0.010952523003925543,0.019393634815949353,0.043117615501248444,0.026300787713091123,0.16503655281652124,0.0494475283409954,0.07762042630134933
AK,202207,2315.0,8,20447.630874195485,0.039805274383849606,0.06863744367431691,0.058507360824434154,0.021687315099819696,0.08622434648652946,0.05446441766958134,0.21996189359661397,0.051115042263441685,0.010149950138090627,0.020934814596365706,0.05170435263476425,0.02505866423161046,0.1671019345829155,0.04639678774314411,0.07825040285263474
AK,202208,4194.0,14,20552.10469935639,0.033325482644538974,0.06241192108136512,0.05680586240784874,0.01740156894894143,0.11918556954467426,0.051365580609648694,0.24293272785786876,0.041851861611053774,0.012686010776135787,0.022497299436154573,0.04705554220246577,0.022483971648904397,0.1466856007588267,0.0460748837703764,0.07723611756627655
AK,202209,2268.0,11,18709.683759485113,0.03808972663488862,0.06042740992928617,0.05883834134317114,0.016349878152038942,0.12059213605050323,0.0513198568247296,0.2278579570368967,0.03872939948407711,0.011681461818228631,0.024067077200884135,0.04216144405739738,0.020558647039271762,0.16977694232429,0.042389393662385276,0.0771603290149349
AK,202210,2775.0,9,17742.747007588092,0.03815838611652054,0.06814607932768847,0.057891333717879856,0.016336254138516422,0.11184977587254945,0.0521110355486539,0.21739840733576046,0.04995427986972674,0.01015793797981978,0.02191501169525113,0.04045585251500531,0.018996904901571115,0.1795635473579318,0.03596482181530213,0.08110037433866588
AK,202211,3626.0,16,17820.197606070476,0.03394539526755024,0.07177141163870449,0.061267362379609794,0.021181876258600008,0.10635278271362963,0.04805467110330173,0.20590093242149532,0.0563474939642117,0.012288732500181698,0.02012500253752039,0.04004705030006431,0.02413562681158459,0.16006083947677507,0.05042296492301445,0.08809786291823839
AK,202212,866.0,2,15122.158084856379,0.034437038304713494,0.06967039442652266,0.05776931128284371,0.023780912783639137,0.10153458636900357,0.04750964307031794,0.19586670127960298,0.06022068694769923,0.011744832085286953,0.01915202854356612,0.04093648978674404,0.02348777857690419,0.17810134250301388,0.047545939493316425,0.08824231860820987
AK,202301,6543.0,18,18640.726467885106,0.026558706688966798,0.05659016416579312,0.06939099628763805,0.020146711302604967,0.11526409408209784,0.043302792779106765,0.19427697288932827,0.07324720709285365,0.010609178337986976,0.020921569295949103,0.0382742649860219,0.023882578308008513,0.169588137457512,0.04112502417490882,0.0968216032681007
AK,202302,10210.0,41,25122.581174308085,0.0449000708601291,0.050827064672444786,0.07168591946402605,0.01911168148475869,0.1580955233448158,0.04144092629974934,0.19745903549449362,0.06820628739008082,0.01256902779723772,0.02123766922250929,0.025627803047836253,0.03718048655383569,0.13046370994645484,0.04069281782487611,0.08050197261349573
AK,202303,4927.0,15,25025.064939446467,0.04858739752151259,0.04732317483318017,0.061494517970195964,0.03060903109693911,0.142746295438783,0.040807672019410886,0.2073570663519849,0.06428691237716176,0.01494733386568341,0.019031533504804774,0.02883670228405763,0.034362957119079066,0.1365294506521349,0.039885908870929535,0.08319404491020044
AK,202304,6284.0,21,26304.05195155718,0.05091581072942183,0.057252902706031956,0.06852417480651087,0.04063325345596143,0.12272135329662479,0.03867559052976578,0.19763913684126225,0.06800052127594289,0.014505414710771589,0.017647344089690015,0.027289571573803052,0.04769276686294317,0.1371427230544394,0.03656576884872564,0.07479366749176056
AK,202305,2469.0,9,23512.24156124574,0.047945450826082384,0.05495735868742231,0.0662897540200729,0.04319236413700816,0.11478922364356284,0.04357118719475554,0.19891666444145645,0.06688294570193734,0.01512849982478494,0.01584472946380947,0.03375428792285882,0.04486304256570658,0.1397574095151646,0.03443517578543048,0.07967190540491978
AK,202306,1081.0,5,19890.793248996597,0.04619221222377936,0.05831127079707946,0.06429567236725474,0.042677480469003486,0.11349340552576542,0.05296512488247923,0.19229789869202127,0.06372980162242818,0.014536063164315757,0.015013994802777405,0.03455302234522033,0.04755434161932132,0.13541940755573473,0.036875986239244776,0.08208431669088806
AK,202307,2095.0,8,18007.634599197278,0.060830668671180164,0.055790457884672164,0.06264960072060573,0.03930615874832863,0.11275661049642265,0.04973109811606874,0.18737371422704444,0.0652762423711991,0.013520945068705346,0.014326275288187704,0.032358298385149,0.04264411063178571,0.15026680844349302,0.03383901787384107,0.07932999127547115
AK,202308,6827.0,26,21233.107679357825,0.04499505235578713,0.0528638534668492,0.05180948699898462,0.038007226152232614,0.11962412899201155,0.04709858771022649,0.20171153827396124,0.05253285758589304,0.011435218754556808,0.017017684793886958,0.050759210578820484,0.03466557055855536,0.1486359910570004,0.05939446899723565,0.06944912414579625
AK,202309,9303.0,29,26289.48614348626,0.04048965788931264,0.06425064123745552,0.06277958892212378,0.03446008006113556,0.0992826507423207,0.048631821190211054,0.18781509693565848,0.05286708091699638,0.009709182631635224,0.016329043816663988,0.0498306869646614,0.05103609150393708,0.16294360588709886,0.05456588130232728,0.06500888800031564
AK,202310,5870.0,16,26901.58891478901,0.03528061256095693,0.06375079246049827,0.07370322400780718,0.031967221194316726,0.10248912047935897,0.04270180880091721,0.20377988395504018,0.04774041576263999,0.01673871877599927,0.014377838444151171,0.04849054425489988,0.05366842800414946,0.16211263322422906,0.04659094979180408,0.05660780649197339
AK,202311,1322.0,5,22843.27113183121,0.043734228546201966,0.0629312879582032,0.06948056417379554,0.03152107398918737,0.0971152124860911,0.045269550332271404,0.19734552809400457,0.05323256847036125,0.015812744291046624,0.013735524979565523,0.05236226788981662,0.0506052343701139,0.16378839671859072,0.04542170476792191,0.0576441100480817
AK,202312,3751.0,16,22025.616905464965,0.04226370184108947,0.06910590619158055,0.07005704816476013,0.028788169743656215,0.11720513124756562,0.045850929386148626,0.1811317004313817,0.053558115747657176,0.022239180170994622,0.012775461195280873,0.048951824100371764,0.04524892790309334,0.16767999848146695,0.0428355232056879,0.05230838077604189
AK,202401,2956.0,9,20576.493524371974,0.05346348306107738,0.061270791943960956,0.06957709507174033,0.03154408153675258,0.13305526681371713,0.05542832762531746,0.16559669409659686,0.049753060742361695,0.019411286586304557,0.011029593007896294,0.04633078477325517,0.03895400070493705,0.17286361612181106,0.037386463800360585,0.0543354510862631
AK,202402,2837.0,13,19298.194819497578,0.05023260957928665,0.055416774424171006,0.08533085845231354,0.029447086176155633,0.15197422849429235,0.048718340824255274,0.16411784716473757,0.045935581770343036,0.03080232504879756,0.010489376569718099,0.039830374299907906,0.034005041999108455,0.1693050777188969,0.03235389690364075,0.052040577531793974
AK,202403,3292.0,13,18730.555855598068,0.04617050966752737,0.051626880924483066,0.08908683092417613,0.029792103144796925,0.16431399472479916,0.05090757973094731,0.1533518534357859,0.04524370791364531,0.04517881602022825,0.009847455822494454,0.036156242627021044,0.03284897878891649,0.1614421326610008,0.028687297721164375,0.05534561346098729
