state,period,pr_topic_0,pr_topic_1,pr_topic_2,pr_topic_3,pr_topic_4,pr_topic_5,pr_topic_6,pr_topic_7,pr_topic_8,pr_topic_9,pr_topic_10,pr_topic_11,pr_topic_12,pr_topic_13,pr_topic_14,tokens,article_count
AK,201711,0.044934480584864864,0.04222630392621622,0.02135313633135135,0.025530242626486486,0.07993605646297297,0.12871205526756757,0.13843586693243243,0.052448896007837836,0.027423464493513513,0.01285151545864865,0.09012353083756756,0.005869341113621621,0.22968200473243244,0.046562531795675675,0.053910567241081085,8841.0,37
AK,201712,0.30061980828615387,0.06116127281192307,0.033435255856153846,0.006395070836153847,0.09162190593076923,0.05396739226846154,0.12339991774230769,0.05493553727038462,0.006381637641538462,0.015776294338846156,0.01896213373307692,0.006324655428076923,0.15456690469923076,0.04103632479230769,0.03141588817576923,3819.0,26
AK,201801,0.029605081741999998,0.022390059469333333,0.025942730702666665,0.029141869598666666,0.08282594283066666,0.059622386498,0.14651220066666668,0.06701239392933332,0.011940118647333334,0.03284751507000001,0.035149254516666666,0.0016382817873333332,0.3224701392606667,0.009900855305333333,0.12300116813666667,4224.0,15
AK,201802,0.11586428422708334,0.03139513485625,0.11893575930916667,0.055077172623750004,0.12540383986666667,0.03299075471416667,0.10266238035291665,0.07404536792583333,0.0431571609875,0.022103485054583333,0.029245798361250002,0.006168200145833334,0.09681471772541667,0.020023497092083332,0.12611243575583334,4708.0,24
AK,201803,0.021978613261250002,0.027206264664999997,0.14911487789166666,0.01745981174875,0.16559358590125,0.08523675557083334,0.24249161174583334,0.08820194454458334,0.005429551217916666,0.02508247428125,0.027537717925,0.004682425905,0.07627293213333333,0.038468219350416666,0.025243213850833335,3212.0,24
AK,201804,0.04875237967681818,0.07378998976818181,0.02775885791409091,0.005187164553636364,0.09452664786272727,0.050503470086818186,0.10044861042454545,0.14556181265772727,0.01246906747590909,0.022092573124545455,0.03349944394954545,0.005843838668636364,0.26372035886545453,0.016063476121818184,0.09978232200318181,5192.0,22
AK,201805,0.048437368364302326,0.04337596044930232,0.10670137800348836,0.022094546017209303,0.16239466764962793,0.054829965732093026,0.11436888023906976,0.08714582173069768,0.031209237752558138,0.0050606339980000005,0.03826813413758139,0.019820408854186046,0.19578454848906976,0.02214166119,0.048366791807209306,8544.0,43
AK,201806,0.12341525241555555,0.04803349418296296,0.02695240882888889,0.04506491700333334,0.12814581702703703,0.04150796039518518,0.23496024951851854,0.05804054922814815,0.009846380387777777,0.008877042016296296,0.02119687220185185,0.005592314317037037,0.1445976124274074,0.026461230395925923,0.07730789742629629,11409.0,27
AK,201807,0.07012619051666667,0.06458431527750001,0.06513174559166666,0.018718404618333333,0.02463275298916667,0.047341232824999996,0.12704183915833334,0.10626162275583334,0.006992450865833334,0.020987945133333335,0.13435182994416667,0.003386900311666667,0.30424803,0.00029085463416666667,0.005903885066666666,3158.0,12
AK,201808,0.018338399461111113,0.06723871284944444,0.10020965254277778,0.010239179542222223,0.08025220360222222,0.08485827412944444,0.10300915143444445,0.11983334976166667,0.037346224580000004,0.001661940323888889,0.04824493331166666,0.0027405164611111112,0.23699581735555558,0.013835506823888889,0.07519615152222221,2864.0,18
AK,201809,0.06852096724631579,0.04943868667421053,0.020101144195789476,0.022086908655789474,0.16174066532894738,0.0574802674331579,0.09681101601736841,0.07356249485210525,0.01297579120736842,0.013035700259473683,0.07520545101789473,0.0008436941752631579,0.2742164612147368,0.018007043091578946,0.05597370191631579,3156.0,19
AK,201810,0.21811271523210526,0.03854299139631579,0.048575124562631584,0.0336459504031579,0.0566276341563158,0.02683696444210526,0.06902149668526317,0.06490298872789474,0.022153083344210525,0.058645785719999996,0.010885331154736841,0.008738490099736842,0.2697566664305263,0.01873111915368421,0.054823664084736844,3039.0,19
AK,201811,0.25759547025206897,0.07212665286758621,0.027607872582413793,0.01756401072810345,0.04547542689034483,0.03907350095206897,0.08983640096,0.03538665131482759,0.013535855172413793,0.009601245000344828,0.03692231760206897,0.005052199260344828,0.23460648029689654,0.06623327471689655,0.049382646862758624,4928.0,29
AK,201812,0.1814660897452174,0.06906587751913043,0.022473840914347825,0.03169098735565218,0.07121465683956521,0.04542985916869566,0.09185435395173913,0.04024863256869565,0.0005352657960869565,0.005387607024782608,0.10959597162304348,0.0010162815586956522,0.2825428676921739,0.01569027516,0.031787444953043476,5035.0,23
AK,201901,0.21941237563043478,0.08156089278608696,0.00805748798652174,0.010139997750869566,0.06375797058695652,0.04705069364391304,0.0716981894778261,0.11586068367260868,0.006765465600434783,0.002478148296521739,0.01802630069,0.0018184013308695651,0.23419622501608697,0.04233615248826087,0.07684101099043478,3211.0,23
AK,201902,0.08736638300076922,0.07403145534961539,0.043780963672307695,0.029068861397692308,0.06317083313653846,0.04052018084653846,0.1481327430769231,0.10408630249307693,0.016546046568846152,0.004872188661153847,0.026146533011538464,0.006276868114230769,0.2720450940776923,0.01784437012576923,0.06611117729923077,8172.0,26
AK,201903,0.013126635225882352,0.03634162066294117,0.01500364244764706,0.015100105558823528,0.07702627383882353,0.027741248081764706,0.2801668735294118,0.05326959680941176,0.0053437473729411765,0.019341173967058825,0.04376251355941176,0.007280238170588235,0.2307304307117647,0.06469131072294117,0.11107459782529412,4692.0,17
AK,201904,0.08653849815714286,0.08637317315214287,0.08431334132214285,0.04542122940214286,0.03976123359428572,0.037880512624999994,0.08785218468357144,0.09913605699285713,0.006797424977142857,0.020840064799285716,0.02177516586,0.003468217565,0.21550219048571426,0.11625619981285715,0.048084508545,2818.0,14
AK,201905,0.06566056160142857,0.0678452404675,0.04692683156535714,0.025722104755714285,0.08627249531392857,0.038921833755571435,0.1423138925014286,0.12523801056121428,0.01562374959857143,0.005862909944142858,0.03948322119607143,0.009903029119785715,0.27024620421428575,0.012179485970357144,0.04780041511878571,8419.0,28
AK,201906,0.0580964492475,0.07753557721375,0.016082592285,0.0177919357675,0.044026672385,0.0600372348925,0.0633464067175,0.02189870560125,0.01424285389375,0.00041728914375,0.02494769238,0.00041728944875,0.554451364625,0.00041728946875,0.04629065544,2197.0,8
AK,201907,0.020435430305,0.04625932578,0.03133209656576923,0.053946320910384614,0.18483142344076922,0.11453049583961539,0.1649009263503846,0.06417560192499999,0.016840218888846153,0.006596743308846154,0.021904093470384616,0.02160487823346154,0.23141707266423076,0.008032362251153847,0.013193006605,4981.0,26
AK,201908,0.021685838003846155,0.054587675203461535,0.1253501709203846,0.031780302715384616,0.16279462001346154,0.038542300461153846,0.12069441516923077,0.04817326542923077,0.04901575074,0.002762116240384615,0.049080813387307694,0.00905709167653846,0.2318961367730769,0.017584570700384612,0.036994933265769234,6965.0,26
AK,201909,0.05502189254882353,0.17705008041411766,0.03556301743117647,0.041801697544117646,0.015911726671176473,0.09982005993882354,0.04752751161823529,0.10653750922941176,0.021750463259411764,0.006873916525882352,0.03361365620529412,0.02695164300882353,0.27074785652294114,0.021352397535294117,0.03947658140235294,3774.0,17
AK,201910,0.09481692671666665,0.068458039975,0.11718107270833333,0.03386748435,0.038349366116666665,0.058096326516666665,0.16960721684666666,0.09409264915416667,0.009657912755833333,0.010250468705833333,0.05768534727583333,0.008610196214166666,0.20063421039999998,0.005791937916666667,0.03290084826083333,3857.0,12
AK,201911,0.22815589011129034,0.09014441651,0.054056817736451615,0.02316698509516129,0.07268072087,0.04091812759774194,0.06602298716758065,0.07857167330741936,0.028105617180838708,0.00575647745032258,0.03084970967451613,0.009902086492903226,0.2534602914032258,0.006950463908709677,0.011257735110967742,5200.0,31
AK,201912,0.1271173149095238,0.07226573080047619,0.03214992697,0.042710667728380954,0.018016889761428574,0.02686871262952381,0.09109472248209524,0.08375295787571428,0.004439904245666666,0.003833273352380952,0.05472923724619048,0.023339118409523813,0.31451938138142854,0.034756471914285714,0.07040568473761905,6118.0,21
AK,202001,0.054770033860454544,0.14474888139818182,0.058273348987272724,0.06271668775545454,0.07353933126136364,0.05053409217954546,0.07892318659136364,0.06651557278727273,0.023165494738181816,0.014456653183181817,0.07864704348727274,0.025607567608181815,0.19836423903454545,0.017915626178636367,0.05182224126227273,6013.0,22
AK,202002,0.08764891877333333,0.145908091134,0.04022629907533334,0.03524624953393333,0.028869367983066666,0.07933874698333333,0.11821221668866667,0.19218030295000002,0.015939400062,0.010838180750933334,0.023911808860666666,0.013540498546,0.19291598270000002,0.0034061145826666667,0.011817810843333333,5116.0,15
AK,202003,0.16003636574,0.21714180333500002,0.006387871476,0.015501464831000001,0.061634648358,0.070002034877,0.093523173612,0.074391015861,0.004429359656,0.0017322326739999997,0.029540697654000005,0.015834808558999998,0.200417981882,0.021515428991,0.027911101291000003,1908.0,10
AK,202004,0.028004441519411765,0.19420737511764705,0.015868534871764706,0.035343291192941176,0.0053972740911764705,0.06227367070205883,0.1402053829670588,0.08465163866705883,0.013788817641176471,0.006511900970588235,0.1154190993517647,0.018923428662941177,0.2048071981282353,0.015466425400588235,0.059131520348823526,5914.0,17
AK,202005,0.07799852682777778,0.11675198055666668,0.12330996672444444,0.025545068237037036,0.037022523938888885,0.02931044671111111,0.10957900243185185,0.0646552978625926,0.028263177815185187,0.005369255904074073,0.03934421766333334,0.011647285773703706,0.2897101341655555,0.002782893441481482,0.03871023211296296,10260.0,27
AK,202006,0.04892292005653846,0.12416776591153847,0.026226959725384615,0.061841991728076924,0.06154200327076923,0.07272464005,0.11410490600423076,0.0878920814823077,0.005490099564615385,0.02087120510730769,0.034332425735,0.048258573365769226,0.19306938117307693,0.0292737350095,0.07128130044307693,9632.0,26
AK,202007,0.07635669143947368,0.0844422491568421,0.08699403709368421,0.018768674510526315,0.03975298600157895,0.01662950879894737,0.13266664005263157,0.18214491323947368,0.02161210679526316,0.01784218002736842,0.02464083346368421,0.02600543294,0.19885866138421052,0.0045292957699999995,0.06875578696789474,5021.0,19
AK,202008,0.044731666842,0.121932283456,0.04004558942499999,0.029273540917,0.1373454045795,0.09497320773449999,0.0822210985115,0.08684453801650001,0.0254115919698,0.005532750392,0.040394330998,0.017615388677500003,0.21231257093,0.009205481533499999,0.052160559516500005,3381.0,20
AK,202009,0.01136066331882353,0.11691205796470588,0.15534783797529414,0.03783052398941176,0.11575005919941177,0.08041921480235294,0.08947088053235294,0.07331478771176471,0.020656294759411765,0.0026636083052941177,0.034552234640588236,0.011965539614117646,0.1408709621364706,0.02528272035764706,0.08360261262882353,5083.0,17
AK,202010,0.04243147875,0.11109063497374999,0.012379288763125,0.005202141406875,0.06446045417125,0.035183203858125,0.168417997491875,0.041800059475,0.011335650713750001,0.038078935882500005,0.041810794595000006,0.011871984015625,0.30305196876375,0.06596991641875,0.0469154877425,4818.0,16
AK,202011,0.1146145816715,0.144774000845,0.009622711295,0.096161509265,0.0358945187475,0.046282468383499996,0.190135329746,0.079318738813,0.01338918066,0.0101872118535,0.05329088589849999,0.0287641575325,0.1246992552575,0.0245176660642,0.028347794254999996,3709.0,20
AK,202012,0.056618333187499995,0.17245674275,0.011450269375,0.01776596755375,0.04308233005,0.0927046098625,0.148667231625,0.061095727206875,0.01485066734,0.002036029955,0.03492975066375,0.00779170443375,0.282950894325,0.014726062695625,0.038873686490749994,2226.0,8
AK,202101,0.05308813881733333,0.09513070191466667,0.09245393821866667,0.038845982769999995,0.109982705934,0.11830225204599999,0.10279994445599999,0.15245281762666668,0.011630273182666667,0.005673212645333334,0.054318813954,0.028955318971333334,0.09459965801466666,0.024418507678000002,0.01734774515466667,3201.0,15
AK,202102,0.04703752393,0.1671871400222222,0.020364081846666666,0.043025117885555554,0.09017784790777778,0.12418414616666668,0.1431696373588889,0.16442546017666668,0.0024433685866666667,0.0006586169277777778,0.013842161844444444,0.02580036169111111,0.09348408331777777,0.027891679088888885,0.03630876273111111,1716.0,9
AK,202103,0.005989465286038251,0.025598929679453555,0.007564233303825137,0.01616982133234973,0.05469451140333333,0.025456414754863387,0.38473434621786884,0.08266091403196721,0.002238764428961749,0.07853751249983607,0.026504460878087433,0.01012593013874317,0.03561081223535519,0.14591818721387978,0.098195695904153,45807.0,183
AK,202104,0.02274149603372881,0.07773185947508474,0.010913926139491527,0.007363086916440678,0.1248201850159322,0.03912295037898305,0.27804803518288135,0.047820634503898306,0.005434881842033898,0.03949382890322034,0.020313791668474575,0.008912198070847458,0.10030287353559321,0.10656294811525424,0.11041731024169492,16415.0,59
AK,202105,0.00894959954755,0.0464125225735,0.05041354815825,0.028860959550249997,0.045311320690999995,0.030266478554999997,0.3113141008625,0.043434120515950005,0.03475584531775,0.0254608069205,0.03908570006475,0.023349588837,0.0928538935035,0.069197328305,0.15033417417099998,13704.0,40
AK,202106,0.11256618795032258,0.04673255853193549,0.0423896480816129,0.03429770370387097,0.18677422631935484,0.044313742523870964,0.17696310138129034,0.055640274980322584,0.013034915047741936,0.016858566218225807,0.015095359128387097,0.013188257104387096,0.09934885887451612,0.03134535275419355,0.11145125385483871,10018.0,31
AK,202107,0.1190250666821875,0.0693410901990625,0.007893795775625,0.01352382527953125,0.0449742245803125,0.0251717325071875,0.278952813954375,0.067042996178125,0.00389452185403125,0.0552710889375,0.00861626561421875,0.0127261967434375,0.156414670306875,0.0853944545984375,0.0517572577203125,9933.0,32
AK,202108,0.12765193064566666,0.14318643164733333,0.08918637216366668,0.04533795063633334,0.03316629887716667,0.017267801240666666,0.18301996794066666,0.038275419769,0.009595154512,0.0070455231,0.012637950458333333,0.030520007874333337,0.22617546335333333,0.014251255790333334,0.022682469517666667,9860.0,30
AK,202109,0.01583215326625,0.06049547569625,0.057431933987499996,0.01851231062375,0.01854921416125,0.0176727040875,0.324820268655,0.1115833956275,0.0314241763645,0.024007594297,0.00896477465,0.01510092918375,0.1918525553675,0.0887398586425,0.01501265708875,2449.0,8
AK,202110,0.033373352163,0.052774320348,0.010140888486499999,0.029973714627000003,0.052013312662,0.054774435715,0.27038628955,0.045444735003,0.003662016159,0.0617582912645,0.0373217063415,0.0151220067495,0.20003683200149996,0.08127072901349999,0.0519473737445,5350.0,20
AK,202111,0.013165005664545454,0.027458565758181817,0.06680233495818182,0.028934516375454546,0.037572501334545455,0.059441036598181826,0.20942447045454546,0.07935542232363636,0.002253945917272727,0.06067603096,0.02611933926090909,0.010436297459090908,0.10919320307090909,0.10381625380363636,0.16535107866818183,2771.0,11
AK,202112,0.0365508462925,0.04275210504625,0.09609168118625,0.0045655884287500005,0.21215113661249999,0.0268126302575,0.14713256668375,0.1377588396675,0.03260413827125,0.00671188536375,0.00351237064125,0.00695268815875,0.211122773225,0.01996311113375,0.015317638742499999,1372.0,8
AK,202201,0.03753263835888889,0.1476730869888889,0.06524271009888888,0.04515892052111111,0.02631074844111111,0.1158313179,0.13690979722222224,0.09752313835333333,0.01181127372111111,0.006570908014444444,0.04839139705333333,0.036935670848888894,0.18182380163111111,0.014768565011111111,0.02751603335666667,3376.0,9
AK,202202,0.1522543832052941,0.11278942598823528,0.03386158582823529,0.0131802527,0.036597115114117645,0.14677375201588233,0.1505210543,0.049309540140588234,0.012235091420588236,0.003273825918823529,0.040345436889411765,0.00310736087,0.1856837559117647,0.0019852851417647057,0.05808213548117647,3943.0,17
AK,202203,0.014186257832916667,0.048478959824583334,0.0458600314575,0.0233823848175,0.14093092688041667,0.07195176066833332,0.262286542235,0.03742212633708333,0.0022870155291666665,0.008060256387083334,0.029608719093333333,0.030656333915,0.1793709559875,0.03016599166125,0.07535173533666667,6821.0,24
AK,202204,0.017593199795454543,0.03706114144272727,0.06162247134863636,0.011436252421363636,0.15252702988863637,0.019996946162727274,0.30154542381727273,0.008373492403636364,0.02438874011909091,0.006686643257727273,0.13744173434136364,0.012748994802272727,0.07544724706818182,0.04254604395818182,0.09058462966363635,4944.0,22
AK,202205,0.03591830257818182,0.03321324491818182,0.12414710501818181,0.02441159114636364,0.1354991021772727,0.09812373520545456,0.09734645594545453,0.03789139346,0.0007373989563636364,0.0074397806609090905,0.022154988523636364,0.0026880655909090907,0.20877828343545454,0.06647922000909091,0.10517136114636362,1729.0,11
AK,202206,0.016343597421666665,0.11708300308999998,0.12344886411416667,0.0043759865658333326,0.0036618135016666664,0.03996776216833334,0.1685135585083333,0.02541479906833333,0.010995853121666668,0.0057413158725,0.027458966728333336,0.07607759098750001,0.2731252858291667,0.0320793081025,0.07571228689416666,3522.0,12
AK,202207,0.02852888818625,0.04265178643625,0.03040199558875,0.03723627842375,0.1167402099325,0.047131854585,0.148080378775,0.0891021062525,0.00386366179,0.03300636711,0.11896143032624999,0.015329520996250002,0.18327938822625,0.02250134361625,0.08318480123875,2315.0,8
AK,202208,0.00805197007857143,0.03813014941142857,0.05016940812928571,0.000685621345,0.24774616511071426,0.03927900429285714,0.3325272228214286,0.005722133675714286,0.022577557137857144,0.028591550890714284,0.028923513642857144,0.012441746842857144,0.06705457398928572,0.04481934278571429,0.07328004105,4194.0,14
AK,202209,0.07262773062181818,0.046040855793636364,0.07357263406909091,0.008725730226363635,0.13078892691272728,0.05098838592,0.11857461727272728,0.016093361193636364,0.0043990648663636365,0.035447054969999996,0.00668207281,0.006601160987272727,0.3371757675454546,0.015671729264545454,0.07661090600181818,2268.0,11
AK,202210,0.03852872044111111,0.10977890483777777,0.05278338036666667,0.01626276917,0.06469538474,0.05637848166666667,0.16098186905111111,0.11049884556444443,0.0019403814488888889,0.01030723799,0.03125626235111111,0.010573207168888888,0.23235036833333333,0.0013120772966666667,0.10235212266444445,2775.0,9
AK,202211,0.017453386270625,0.085962995535625,0.07448303197375,0.040150358855625005,0.084834468555625,0.0321757856925,0.16089336736249998,0.081374119500625,0.020629857287812498,0.0131179027853125,0.038446769158125,0.0442514663685,0.08371630292999999,0.10702024575249999,0.115489957690625,3626.0,16
AK,202212,0.0425305035,0.035083288750000004,0.00018412719,0.0665664503925,0.022217070465,0.03853735,0.030682422504999998,0.12398148540699999,0.00279110195,0.003134856407,0.055578510490000003,0.0128228515,0.47508548,0.0001841273225,0.0906203592,866.0,2
AK,202301,0.011992009316111111,0.03240537923055556,0.09087899358,0.01342722858111111,0.14064936518888888,0.03552450696,0.19133763325555556,0.09733268432722222,0.008509403250555554,0.024193374277777777,0.03335192547277778,0.024612546083722223,0.15384758633333334,0.029253027048888887,0.11268433276611112,6543.0,18
AK,202302,0.07168920720195122,0.042409563300243903,0.07503785170268293,0.017599931614390243,0.22065450137536585,0.038721510529999996,0.20210671099902439,0.06084359157609756,0.015431556117560977,0.021699360291463413,0.007156560127073171,0.056603222710975606,0.0733191260917073,0.040061543360731706,0.05666575156829269,10210.0,41
AK,202303,0.06362862559,0.033030216536,0.019922070426666667,0.07750866152866667,0.08013420304466666,0.038224520882933335,0.24773280553333332,0.04829911990066667,0.024648845903333334,0.010032333399333333,0.041926344101333335,0.022869778806,0.16127263121000002,0.03659439099866667,0.09417546237333332,4927.0,15
AK,202304,0.05833384914238095,0.08888779574857143,0.09091979782761904,0.07256919432190477,0.05892434788399999,0.03188304085,0.16667900735904762,0.07983162297571428,0.013097514577142857,0.013237486673809523,0.022360603210476192,0.09015990301452381,0.13909653358190477,0.02598821064838095,0.04803109710190476,6284.0,21
AK,202305,0.022629128035555557,0.03539247926333333,0.04724582677888889,0.06500361737444443,0.047183828591111115,0.08529626747333334,0.20980500866666665,0.057357869652222226,0.020439042784444444,0.0004810781822222222,0.08885294639111112,0.020745354457777778,0.1620423341,0.016276170317777776,0.1212490373611111,2469.0,9
AK,202306,0.015685222746,0.1166705616,0.029597926196,0.03371831734,0.09094569888,0.216423058,0.07712896686000001,0.00886394758,0.004227449754000001,0.000558909494,0.04845129186,0.0943839242,0.059936595372,0.07934697606,0.12406115066000001,1081.0,5
AK,202307,0.172017498525,0.0366435486875,0.05014681473625,0.013699184687500001,0.10716026201125001,0.025166951950000002,0.1499719251625,0.07702227891749999,0.00581058548375,0.00910268133,0.015688207491249998,0.00534830561875,0.26304068198749997,0.010771634633749999,0.05840943094,2095.0,8
AK,202308,0.011579263018076923,0.04668823044384615,0.02893504060523077,0.035266261915,0.13411573744923078,0.041543552061538466,0.23196673632692308,0.025642192078846156,0.007033988657692307,0.022697007358461536,0.08958820171115385,0.01782952142730769,0.14519469460538462,0.11332072953307692,0.04859884791384615,6827.0,26
AK,202309,0.03226319108551724,0.0850419464813793,0.0828100612762069,0.027983293226206896,0.06214084289255172,0.05143137501827586,0.1624413778948276,0.05347734427103448,0.0065575875886206905,0.015071644008275861,0.04813528187965517,0.08092726931758622,0.18906809272551722,0.045749291173103446,0.056901394744482754,9303.0,29
AK,202310,0.01661715430125,0.06195988718,0.11284145272625,0.023035571635625,0.11397756228125,0.021455201845,0.260980026664375,0.02937211695,0.041924803009375,0.007386876045,0.043688954721875006,0.063099811165625,0.15913534609562502,0.018017613990625,0.026507620338125,5870.0,16
AK,202311,0.18135341285999998,0.049590305668000004,0.00073850125,0.024258097464,0.009631603590000001,0.087070656,0.09259854092,0.142641121814,0.00073850227,0.0032790936459999994,0.11539132545,0.0007385015959999999,0.19106869968,0.026387181940000004,0.07451443516600001,1322.0,5
AK,202312,0.03509939574,0.099188226306875,0.07286563896375,0.01547364611625,0.215081849196875,0.04868336859875,0.1021390347140625,0.055144159943125,0.053548338735000006,0.008098095729375001,0.0323363738925,0.0191533670625,0.18663961761375,0.030235822513125,0.026313070629999998,3751.0,16
AK,202401,0.1202245359911111,0.014566265603333335,0.06671613080666666,0.04797186431888889,0.22753673200444446,0.1125184777111111,0.07299369053666667,0.02707141423333333,0.0025544257620000003,0.0006226041411111111,0.030706966609999997,0.001430413448,0.20376277074444443,0.004905030794444445,0.06641866464333333,2956.0,9
AK,202402,0.03148603297692308,0.021449864706153846,0.1767393068653846,0.01727963846153846,0.2617481847884615,0.009784819509999999,0.15553709726923076,0.023785329716153845,0.09689682745538461,0.007354865454615385,0.0021128828623076922,0.005289577279230769,0.14865728289230767,0.003153310323076923,0.03872497631,2837.0,13
AK,202403,0.027120401411538462,0.03385334432615385,0.10670128742446153,0.03141013587307692,0.22218403427361538,0.06117449563076923,0.10286236512307692,0.041999013751538465,0.11260052284584615,0.006837027720769231,0.01892559649923077,0.02742736686815385,0.12456712765923078,0.011491976858846155,0.070845304165,3292.0,13
AK,202404,0.0044152376618181825,0.04424458767636364,0.04152460390727273,0.005668541894545455,0.04802278494581818,0.09979882381818182,0.2612604443636364,0.024992580947272726,0.00021518560872727272,0.020534722215454545,0.18645982406636363,0.0021869384975454547,0.15337995617818181,0.04726616782836364,0.060029599365636364,4798.0,11
AK,202405,0.008401507571428572,0.07693673806,0.013091186212857143,0.07660910426071428,0.06183723692214286,0.08062331187571428,0.18564632694357144,0.02898906858,0.009701203086428573,0.03046738450285714,0.04751086475857143,0.06506004998857143,0.14820010983285714,0.07148516896214287,0.09544073266714286,4900.0,14
AK,202406,0.12203360516692308,0.1494328073,0.07688565265153846,0.010557724991538462,0.018706575428461537,0.033914075538461534,0.09657416962692308,0.032652167236923074,0.007872341808461539,0.002798411415384616,0.04046636059307692,0.02346924809538462,0.33755795501538466,0.02656804223615384,0.020510872680769232,3837.0,13
AK,202407,0.11869917419888891,0.048203929805000004,0.031702881515,0.06128647165944444,0.18047159653699998,0.032405716297777776,0.10722597215722222,0.033066251481111114,0.024659600170555556,0.02544859764777778,0.05494185803055556,0.046354364035000005,0.10367478073055555,0.09666825882666667,0.035190543996111115,3997.0,18
AK,202408,0.016470003065555558,0.02042386479111111,0.08237811834000001,0.04150382683555556,0.2208435947777778,0.04695705253622222,0.28837596677777777,0.06255562266666667,0.02433994808,0.011022958674888887,0.009349564467222222,0.03552303964555556,0.04433123258833333,0.035747643257777774,0.06017754608177777,4216.0,9
AK,202409,0.05418973589,0.014568147682222223,0.04562251428444444,0.0021579799782222224,0.19419343255555555,0.11775852454444445,0.22502322066444444,0.04473982777333333,0.022431843956666666,0.008022792474444445,0.02488886034,0.013726454057777776,0.06352571421222222,0.024281053464444445,0.14486990153222223,3529.0,9
AK,202410,0.10353967495045455,0.02860338700409091,0.09434780309181817,0.010804147905,0.22881795919636366,0.04870249039863637,0.16329507231818183,0.023840770346363636,0.030210585899090904,0.014641448593636364,0.026686451452727276,0.007961252733181818,0.15002591322181819,0.02546714970409091,0.04305589548681818,5701.0,22
AK,202411,0.163950737857,0.131858691663,0.014734042060000003,0.037023619274,0.06941858825,0.078831680885,0.08434809382,0.030327516213,0.006828735457,0.0364762214476,0.030143302151,0.045383010674,0.050207884566000005,0.104967088727,0.11550077731000001,4748.0,10
AK,202412,0.011101482726,0.048086475508499996,0.095276389012,0.005445519540000001,0.153679185465,0.09319366077249999,0.12371279630500001,0.064115454468,0.033652981610499996,0.0200212064035,0.0399691727085,0.0183844976535,0.18194248138,0.06874121251599999,0.0426774769225,6650.0,20
